Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-117.10158741824364,33.139883459891834,182.0,105,44,4516.0,312.0,74.0,238.0,132.0,235.0,249.0,125.0,310.0,59.0,1.0,86.0,170.0,4.0,7.0,165.0
-115.97523148114436,32.84983775869643,223.0,135,42,6317.0,397.0,79.0,318.0,141.0,267.0,315.0,141.0,115.0,21.0,1.0,62.0,58.0,4.0,25.0,58.0
-115.39069265265373,35.3100204428968,183.0,127,34,8275.0,377.0,13.0,364.0,191.0,255.0,299.0,72.0,212.0,27.0,2.0,44.0,77.0,11.0,76.0,76.0
-122.09945677437975,37.63278296210422,152.0,91,46,3510.0,258.0,61.0,197.0,100.0,195.0,197.0,100.0,496.0,104.0,1.0,88.0,296.0,5.0,5.0,296.0
-118.25341572982803,36.22123939002648,64.0,120,37,7155.0,245.0,-80.0,326.0,-18.0,160.0,169.0,-26.0,481.0,91.0,5.0,80.0,266.0,17.0,20.0,243.0
-120.22372019005607,37.6746457839759,170.0,123,39,6248.0,345.0,37.0,308.0,89.0,261.0,261.0,89.0,619.0,123.0,1.0,85.0,351.0,4.0,4.0,351.0
-115.82074717033322,35.753221761127925,179.0,126,33,8500.0,376.0,6.0,370.0,81.0,253.0,298.0,64.0,205.0,32.0,3.0,49.0,91.0,12.0,62.0,87.0
-114.52225931187594,33.69422945838996,252.0,130,37,7750.0,437.0,86.0,350.0,360.0,318.0,360.0,148.0,100.0,19.0,1.0,57.0,45.0,4.0,45.0,35.0
-123.68727732069024,41.330961383083704,103.0,95,40,4907.0,244.0,6.0,237.0,42.0,167.0,176.0,42.0,1641.0,321.0,4.0,84.0,951.0,27.0,32.0,951.0
-117.32558224432914,35.28214831614845,167.0,127,36,7720.0,358.0,9.0,348.0,77.0,230.0,277.0,65.0,143.0,28.0,2.0,70.0,82.0,7.0,25.0,63.0
-120.21387262339042,35.88370211970525,148.0,132,44,5509.0,313.0,15.0,298.0,77.0,220.0,227.0,75.0,250.0,58.0,0.0,95.0,160.0,1.0,2.0,159.0
-121.7883783877461,36.886934852788485,151.0,87,47,3146.0,250.0,67.0,183.0,106.0,188.0,193.0,106.0,471.0,97.0,1.0,89.0,276.0,5.0,5.0,276.0
-120.84467950712808,41.762538385851805,86.0,116,34,7590.0,290.0,-51.0,341.0,2.0,203.0,203.0,-8.0,406.0,55.0,8.0,42.0,159.0,31.0,31.0,150.0
-122.08721254060771,41.98582102217823,83.0,120,36,7000.0,278.0,-48.0,327.0,5.0,190.0,190.0,-4.0,456.0,73.0,9.0,51.0,208.0,37.0,37.0,201.0
-117.61203300920499,37.08636447769058,133.0,116,32,8467.0,328.0,-31.0,360.0,35.0,200.0,254.0,21.0,174.0,23.0,7.0,32.0,68.0,27.0,37.0,58.0
-119.26400105924836,35.52200653730697,198.0,130,40,6482.0,375.0,56.0,319.0,124.0,283.0,293.0,115.0,168.0,32.0,0.0,82.0,94.0,2.0,2.0,81.0
-117.09057590233836,35.786732718211034,199.0,122,33,8393.0,396.0,31.0,364.0,101.0,270.0,317.0,87.0,104.0,20.0,1.0,68.0,58.0,6.0,23.0,45.0
-121.91754325962538,41.25554710594884,104.0,122,35,7396.0,305.0,-35.0,341.0,10.0,215.0,215.0,10.0,909.0,154.0,7.0,68.0,447.0,31.0,31.0,447.0
-121.40334763347725,38.82578920388985,178.0,123,40,6128.0,353.0,49.0,304.0,96.0,264.0,264.0,96.0,553.0,115.0,1.0,86.0,325.0,5.0,5.0,325.0
-114.53337977108355,34.107272380427446,245.0,128,36,7917.0,430.0,77.0,353.0,145.0,313.0,355.0,139.0,92.0,14.0,1.0,56.0,40.0,3.0,32.0,40.0
-118.97688078034835,37.858871516042186,64.0,120,35,7447.0,252.0,-86.0,339.0,-29.0,165.0,175.0,-29.0,461.0,77.0,13.0,61.0,228.0,45.0,45.0,228.0
-120.02555666778494,40.22622506587734,118.0,120,32,8210.0,326.0,-39.0,365.0,11.0,240.0,240.0,11.0,250.0,42.0,6.0,53.0,120.0,19.0,19.0,120.0
-121.63118348909444,36.61413049553116,150.0,93,47,3341.0,256.0,60.0,195.0,103.0,191.0,195.0,103.0,378.0,79.0,1.0,88.0,221.0,4.0,4.0,221.0
-121.11800358289265,38.29005374205356,176.0,123,41,5765.0,344.0,49.0,295.0,98.0,257.0,257.0,98.0,498.0,99.0,1.0,84.0,284.0,5.0,5.0,284.0
-117.0225597526193,36.5088202851374,231.0,117,30,9081.0,433.0,54.0,379.0,124.0,310.0,359.0,109.0,70.0,12.0,1.0,55.0,33.0,5.0,13.0,32.0
-118.9545690805662,34.95257229966697,173.0,126,41,6130.0,342.0,38.0,303.0,103.0,253.0,263.0,96.0,306.0,57.0,1.0,84.0,164.0,4.0,5.0,159.0
-121.44525812196629,40.88862391754494,109.0,121,35,7573.0,310.0,-34.0,345.0,12.0,222.0,222.0,12.0,700.0,104.0,6.0,60.0,311.0,27.0,27.0,311.0
-118.24503852607789,36.97113015669679,151.0,116,33,8143.0,344.0,-6.0,350.0,57.0,247.0,270.0,46.0,173.0,32.0,5.0,67.0,93.0,15.0,16.0,89.0
-115.90918794755348,34.17452111489449,216.0,133,38,7526.0,405.0,55.0,349.0,116.0,277.0,323.0,116.0,71.0,10.0,0.0,52.0,28.0,1.0,27.0,28.0
-122.07964226412341,39.7183819344401,178.0,122,37,6950.0,368.0,41.0,327.0,87.0,277.0,277.0,87.0,597.0,125.0,1.0,84.0,356.0,9.0,9.0,356.0
-123.4931491607702,39.0803639475135,136.0,68,40,3426.0,230.0,62.0,168.0,90.0,178.0,184.0,90.0,970.0,206.0,2.0,86.0,587.0,11.0,16.0,587.0
-122.06441600277033,38.24609873485599,162.0,109,43,4656.0,301.0,52.0,249.0,96.0,221.0,224.0,96.0,507.0,113.0,0.0,93.0,319.0,4.0,4.0,319.0
-122.00470669314936,40.429543750068916,154.0,122,35,7460.0,354.0,12.0,341.0,58.0,263.0,264.0,58.0,1081.0,201.0,4.0,76.0,583.0,27.0,27.0,583.0
-114.92436037500661,33.01598981346417,239.0,134,39,7274.0,422.0,81.0,341.0,342.0,297.0,342.0,142.0,77.0,13.0,0.0,55.0,33.0,1.0,33.0,27.0
