Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-116.96518542324203,34.63702181473292,166.0,132,38,7186.0,351.0,11.0,339.0,74.0,222.0,268.0,71.0,185.0,30.0,1.0,61.0,87.0,7.0,28.0,87.0
-120.01669848023266,40.53575683787857,98.0,119,32,8124.0,306.0,-55.0,361.0,-6.0,220.0,220.0,-6.0,228.0,29.0,6.0,39.0,88.0,21.0,21.0,88.0
-119.44968329342198,34.69996219860746,110.0,114,44,4945.0,253.0,-4.0,258.0,53.0,175.0,182.0,48.0,438.0,104.0,1.0,100.0,288.0,3.0,3.0,281.0
-114.5674069419079,33.78857772368916,239.0,130,37,7699.0,422.0,74.0,348.0,228.0,304.0,346.0,136.0,107.0,19.0,1.0,60.0,47.0,3.0,44.0,45.0
-119.79396954845215,38.68770289739914,85.0,122,36,7248.0,274.0,-64.0,338.0,-7.0,192.0,192.0,-7.0,558.0,108.0,8.0,72.0,300.0,27.0,27.0,300.0
-121.0426669429662,40.95964682039067,78.0,121,35,7506.0,278.0,-64.0,343.0,-17.0,191.0,191.0,-17.0,532.0,84.0,6.0,56.0,246.0,25.0,25.0,246.0
-116.71107231585783,34.35953921479926,158.0,133,39,6948.0,340.0,6.0,334.0,67.0,212.0,258.0,67.0,329.0,62.0,1.0,80.0,185.0,8.0,31.0,185.0
-114.60015647190625,33.86694107521207,236.0,129,37,7715.0,420.0,71.0,348.0,133.0,301.0,344.0,133.0,94.0,15.0,1.0,58.0,40.0,3.0,36.0,40.0
-119.54932632976124,34.4433316077704,169.0,97,44,4211.0,289.0,70.0,219.0,120.0,221.0,230.0,115.0,464.0,108.0,0.0,101.0,324.0,1.0,2.0,281.0
-115.8305398517554,34.59669397225125,228.0,131,36,7993.0,421.0,60.0,360.0,340.0,294.0,340.0,121.0,128.0,19.0,1.0,50.0,55.0,5.0,55.0,41.0
-116.57800573681818,36.26144338260545,192.0,120,32,8738.0,390.0,17.0,372.0,90.0,268.0,314.0,74.0,89.0,15.0,1.0,61.0,46.0,6.0,16.0,42.0
-116.80375390561284,35.139784956798174,191.0,128,35,7944.0,385.0,27.0,358.0,99.0,257.0,303.0,85.0,111.0,18.0,1.0,57.0,53.0,5.0,33.0,44.0
-114.53071241256244,33.83339704593314,251.0,129,36,7826.0,436.0,84.0,351.0,266.0,318.0,360.0,147.0,92.0,15.0,1.0,58.0,37.0,3.0,37.0,37.0
-116.96780813308052,33.04650778538396,178.0,110,44,4676.0,313.0,65.0,248.0,132.0,233.0,247.0,119.0,411.0,75.0,2.0,84.0,219.0,6.0,11.0,214.0
-122.41205380076964,39.15141397222484,151.0,119,40,5936.0,322.0,26.0,296.0,72.0,234.0,234.0,72.0,618.0,140.0,1.0,93.0,399.0,5.0,5.0,399.0
-117.12829667647132,35.01388812670194,193.0,129,36,7686.0,384.0,33.0,351.0,103.0,255.0,302.0,91.0,129.0,22.0,2.0,60.0,66.0,7.0,26.0,56.0
