Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,presence
-117.20603729761858,36.10182296909438,187.0,119,32,8489.0,383.0,19.0,363.0,89.0,259.0,307.0,73.0,127.0,21.0,2.0,58.0,63.0,10.0,30.0,50.0,0
-116.799416645892,32.9317172185632,160.0,116,45,4848.0,301.0,43.0,258.0,113.0,218.0,232.0,99.0,543.0,101.0,3.0,84.0,296.0,11.0,19.0,280.0,0
-121.82985300728106,37.39987460358554,137.0,97,46,3642.0,251.0,43.0,208.0,85.0,182.0,185.0,85.0,570.0,112.0,1.0,86.0,318.0,5.0,6.0,318.0,0
-122.23877636800913,41.722395974690784,46.0,121,37,6778.0,238.0,-84.0,322.0,-35.0,149.0,149.0,-38.0,682.0,108.0,12.0,56.0,315.0,46.0,46.0,314.0,0
-122.4032959924568,39.14017323169173,151.0,119,40,5936.0,322.0,26.0,296.0,72.0,234.0,234.0,72.0,618.0,140.0,1.0,93.0,399.0,5.0,5.0,399.0,0
-119.16612688566428,36.93351853956716,150.0,123,37,6980.0,334.0,8.0,326.0,69.0,254.0,254.0,62.0,670.0,137.0,1.0,87.0,391.0,5.0,5.0,380.0,0
-118.16545171830654,33.77252104890939,192.0,98,43,4307.0,312.0,88.0,223.0,142.0,243.0,255.0,137.0,317.0,74.0,0.0,98.0,208.0,1.0,2.0,195.0,0
-119.15915636381564,37.07622566083694,91.0,123,38,6768.0,271.0,-48.0,319.0,14.0,191.0,191.0,6.0,780.0,145.0,2.0,81.0,427.0,9.0,9.0,394.0,0
-119.12982501130794,34.20402755783904,184.0,87,43,3956.0,295.0,94.0,201.0,139.0,233.0,242.0,135.0,403.0,95.0,0.0,100.0,271.0,1.0,2.0,246.0,0
-121.70338011762962,40.64696943773932,69.0,122,36,7138.0,264.0,-68.0,333.0,-21.0,175.0,175.0,-21.0,1281.0,212.0,7.0,68.0,625.0,42.0,42.0,625.0,0
-123.09749010577733,40.06783438980887,75.0,115,40,5713.0,242.0,-40.0,283.0,1.0,151.0,158.0,1.0,1210.0,226.0,2.0,82.0,667.0,20.0,24.0,667.0,0
-120.40358086678704,39.05814454179444,88.0,123,37,6868.0,274.0,-52.0,327.0,0.0,189.0,189.0,0.0,1191.0,225.0,8.0,76.0,650.0,32.0,32.0,650.0,0
-117.01866715573276,34.809322435632,182.0,131,37,7451.0,371.0,24.0,346.0,92.0,242.0,289.0,83.0,137.0,22.0,1.0,59.0,65.0,6.0,24.0,64.0,0
-117.46629702557256,36.28140711578231,148.0,118,33,8215.0,340.0,-13.0,353.0,52.0,216.0,265.0,39.0,134.0,23.0,2.0,61.0,69.0,11.0,24.0,59.0,0
-116.74936096720155,36.40772885388427,214.0,119,31,8943.0,415.0,37.0,377.0,140.0,292.0,339.0,93.0,85.0,13.0,1.0,53.0,40.0,7.0,16.0,30.0,0
-120.15793572949042,38.87080068904781,39.0,123,37,6706.0,221.0,-101.0,323.0,-46.0,138.0,138.0,-46.0,1163.0,228.0,11.0,78.0,650.0,40.0,40.0,650.0,0
-116.89674678289693,33.9188581875084,169.0,131,41,6259.0,339.0,26.0,312.0,97.0,214.0,260.0,88.0,459.0,85.0,2.0,79.0,253.0,19.0,32.0,236.0,0
-123.17804905324049,39.18350532771108,145.0,92,40,4575.0,275.0,47.0,227.0,84.0,204.0,210.0,84.0,960.0,190.0,1.0,88.0,561.0,9.0,10.0,561.0,0
-124.02793584777272,40.89521776761242,138.0,73,40,3798.0,244.0,62.0,181.0,91.0,194.0,194.0,91.0,1112.0,216.0,3.0,79.0,611.0,22.0,22.0,611.0,0
-120.38287967787124,38.64486898322201,89.0,122,38,6498.0,268.0,-46.0,315.0,6.0,184.0,184.0,6.0,1277.0,242.0,6.0,78.0,690.0,24.0,24.0,690.0,0
-116.96043573302951,35.967235185913225,173.0,121,33,8370.0,368.0,6.0,361.0,75.0,245.0,291.0,61.0,92.0,15.0,1.0,61.0,47.0,6.0,24.0,39.0,0
-121.26389382001972,39.07209143451004,173.0,123,39,6478.0,355.0,40.0,314.0,88.0,265.0,265.0,88.0,768.0,148.0,2.0,81.0,419.0,8.0,8.0,419.0,0
-119.52654259264614,37.88444482194004,29.0,121,38,6637.0,207.0,-110.0,317.0,-51.0,127.0,127.0,-54.0,926.0,164.0,9.0,72.0,470.0,33.0,33.0,467.0,0
-122.21802004564702,37.78220129447696,151.0,89,45,3518.0,257.0,62.0,195.0,100.0,197.0,197.0,100.0,521.0,111.0,1.0,89.0,313.0,5.0,5.0,313.0,0
-121.62847929127558,39.30761482585184,180.0,123,38,6640.0,365.0,46.0,319.0,92.0,274.0,274.0,92.0,588.0,120.0,1.0,84.0,346.0,5.0,5.0,346.0,0
-116.96518542324203,34.63702181473292,166.0,132,38,7186.0,351.0,11.0,339.0,74.0,222.0,268.0,71.0,185.0,30.0,1.0,61.0,87.0,7.0,28.0,87.0,0
-120.01669848023266,40.53575683787857,98.0,119,32,8124.0,306.0,-55.0,361.0,-6.0,220.0,220.0,-6.0,228.0,29.0,6.0,39.0,88.0,21.0,21.0,88.0,0
-119.44968329342198,34.69996219860746,110.0,114,44,4945.0,253.0,-4.0,258.0,53.0,175.0,182.0,48.0,438.0,104.0,1.0,100.0,288.0,3.0,3.0,281.0,0
-114.5674069419079,33.78857772368916,239.0,130,37,7699.0,422.0,74.0,348.0,228.0,304.0,346.0,136.0,107.0,19.0,1.0,60.0,47.0,3.0,44.0,45.0,0
-119.79396954845215,38.68770289739914,85.0,122,36,7248.0,274.0,-64.0,338.0,-7.0,192.0,192.0,-7.0,558.0,108.0,8.0,72.0,300.0,27.0,27.0,300.0,0
-121.0426669429662,40.95964682039067,78.0,121,35,7506.0,278.0,-64.0,343.0,-17.0,191.0,191.0,-17.0,532.0,84.0,6.0,56.0,246.0,25.0,25.0,246.0,0
-116.71107231585783,34.35953921479926,158.0,133,39,6948.0,340.0,6.0,334.0,67.0,212.0,258.0,67.0,329.0,62.0,1.0,80.0,185.0,8.0,31.0,185.0,0
-114.60015647190625,33.86694107521207,236.0,129,37,7715.0,420.0,71.0,348.0,133.0,301.0,344.0,133.0,94.0,15.0,1.0,58.0,40.0,3.0,36.0,40.0,0
-119.54932632976124,34.4433316077704,169.0,97,44,4211.0,289.0,70.0,219.0,120.0,221.0,230.0,115.0,464.0,108.0,0.0,101.0,324.0,1.0,2.0,281.0,0
-115.8305398517554,34.59669397225125,228.0,131,36,7993.0,421.0,60.0,360.0,340.0,294.0,340.0,121.0,128.0,19.0,1.0,50.0,55.0,5.0,55.0,41.0,0
-116.57800573681818,36.26144338260545,192.0,120,32,8738.0,390.0,17.0,372.0,90.0,268.0,314.0,74.0,89.0,15.0,1.0,61.0,46.0,6.0,16.0,42.0,0
-116.80375390561284,35.139784956798174,191.0,128,35,7944.0,385.0,27.0,358.0,99.0,257.0,303.0,85.0,111.0,18.0,1.0,57.0,53.0,5.0,33.0,44.0,0
-114.53071241256244,33.83339704593314,251.0,129,36,7826.0,436.0,84.0,351.0,266.0,318.0,360.0,147.0,92.0,15.0,1.0,58.0,37.0,3.0,37.0,37.0,0
-116.96780813308052,33.04650778538396,178.0,110,44,4676.0,313.0,65.0,248.0,132.0,233.0,247.0,119.0,411.0,75.0,2.0,84.0,219.0,6.0,11.0,214.0,0
-122.41205380076964,39.15141397222484,151.0,119,40,5936.0,322.0,26.0,296.0,72.0,234.0,234.0,72.0,618.0,140.0,1.0,93.0,399.0,5.0,5.0,399.0,0
-117.12829667647132,35.01388812670194,193.0,129,36,7686.0,384.0,33.0,351.0,103.0,255.0,302.0,91.0,129.0,22.0,2.0,60.0,66.0,7.0,26.0,56.0,0
-122.11368992571558,40.7127398334799,147.0,122,35,7520.0,348.0,4.0,343.0,51.0,253.0,259.0,51.0,1594.0,299.0,5.0,78.0,864.0,36.0,37.0,864.0,0
-123.25875056979174,40.9819865054191,85.0,112,39,5796.0,252.0,-30.0,282.0,12.0,161.0,171.0,12.0,1061.0,180.0,5.0,72.0,535.0,31.0,40.0,535.0,0
-116.75527883666663,34.42374228077097,173.0,133,39,7095.0,357.0,18.0,338.0,85.0,228.0,274.0,79.0,308.0,52.0,1.0,70.0,153.0,9.0,36.0,152.0,0
-117.07622801816656,36.15648333933019,96.0,119,34,7884.0,283.0,-63.0,346.0,11.0,162.0,208.0,-8.0,116.0,18.0,2.0,56.0,55.0,10.0,28.0,45.0,0
-123.79056061170888,41.0586863276652,99.0,91,40,4624.0,232.0,7.0,224.0,42.0,159.0,168.0,42.0,1479.0,274.0,5.0,77.0,800.0,32.0,34.0,800.0,0
-121.2504563794114,37.02377006768755,140.0,117,46,4432.0,280.0,27.0,253.0,89.0,196.0,200.0,78.0,371.0,71.0,1.0,85.0,200.0,3.0,5.0,197.0,0
-118.08276778105008,34.3714522682463,113.0,124,43,5715.0,271.0,-17.0,288.0,46.0,186.0,196.0,40.0,519.0,105.0,2.0,88.0,314.0,7.0,12.0,276.0,0
-118.18768274479106,37.70436818137608,73.0,118,33,8014.0,265.0,-86.0,352.0,-28.0,104.0,190.0,-31.0,210.0,25.0,10.0,27.0,73.0,34.0,45.0,73.0,0
-122.32349027301645,39.13709245846839,166.0,120,40,6070.0,340.0,39.0,300.0,85.0,251.0,251.0,85.0,528.0,121.0,1.0,94.0,343.0,5.0,5.0,343.0,0
-115.83372520565892,35.93138844655105,197.0,124,33,8720.0,396.0,20.0,376.0,96.0,274.0,319.0,79.0,203.0,33.0,2.0,53.0,99.0,11.0,49.0,89.0,0
-123.89221500261613,41.3918714794045,120.0,82,40,4278.0,240.0,36.0,204.0,67.0,176.0,184.0,67.0,1774.0,313.0,6.0,76.0,926.0,41.0,42.0,926.0,0
-118.94759203569784,37.58850227867607,47.0,120,36,7198.0,231.0,-99.0,331.0,-43.0,154.0,154.0,-43.0,535.0,92.0,9.0,69.0,275.0,31.0,31.0,275.0,0
-122.92468152967491,39.0052157649348,134.0,101,41,4869.0,274.0,28.0,246.0,68.0,197.0,201.0,68.0,909.0,222.0,1.0,96.0,625.0,8.0,8.0,625.0,0
-115.07381186772837,33.11449131046565,236.0,134,39,7234.0,419.0,79.0,340.0,339.0,293.0,339.0,140.0,74.0,13.0,0.0,57.0,32.0,1.0,32.0,26.0,0
-117.49060861578424,36.33219114250744,175.0,118,32,8428.0,370.0,10.0,359.0,77.0,246.0,295.0,63.0,113.0,20.0,2.0,60.0,58.0,9.0,20.0,51.0,0
-115.8147797175772,34.42199971339035,231.0,132,36,7870.0,424.0,66.0,357.0,126.0,297.0,343.0,126.0,97.0,14.0,1.0,52.0,43.0,4.0,28.0,43.0,0
-122.5605570842131,41.9271725956546,109.0,119,37,6774.0,299.0,-19.0,318.0,33.0,212.0,212.0,24.0,526.0,96.0,8.0,67.0,274.0,32.0,32.0,271.0,0
-120.9715540137924,40.87391882770476,89.0,121,34,7606.0,292.0,-54.0,346.0,-6.0,204.0,204.0,-6.0,385.0,56.0,5.0,51.0,166.0,18.0,18.0,166.0,0
-121.10007530537833,41.03046211834688,97.0,121,34,7636.0,300.0,-46.0,346.0,0.0,213.0,213.0,0.0,399.0,57.0,5.0,51.0,169.0,20.0,20.0,169.0,0
-119.81327835456636,37.499998178958045,125.0,123,39,6429.0,301.0,-10.0,312.0,51.0,219.0,219.0,43.0,917.0,166.0,2.0,81.0,490.0,8.0,8.0,467.0,0
-118.47752450462002,32.946385907208864,157.0,26,35,1685.0,198.0,125.0,73.0,139.0,169.0,183.0,138.0,228.0,43.0,1.0,85.0,125.0,4.0,17.0,125.0,0
-115.45033482072624,34.32000104118735,241.0,131,36,7891.0,432.0,75.0,356.0,136.0,307.0,352.0,136.0,97.0,14.0,1.0,50.0,40.0,4.0,32.0,40.0,0
-119.24277495618024,34.385100662945845,163.0,100,43,4513.0,290.0,60.0,230.0,111.0,224.0,229.0,106.0,539.0,120.0,0.0,97.0,356.0,2.0,2.0,306.0,0
-119.6844639182942,38.78587920420416,92.0,123,35,7507.0,285.0,-60.0,346.0,-3.0,197.0,204.0,-3.0,397.0,65.0,11.0,54.0,181.0,35.0,36.0,181.0,0
-122.5317090807571,41.090515332832624,71.0,121,37,6768.0,260.0,-61.0,322.0,-15.0,172.0,172.0,-15.0,1378.0,252.0,9.0,74.0,725.0,45.0,45.0,725.0,0
-117.5468448638198,37.051819414063104,151.0,116,31,8595.0,348.0,-15.0,364.0,51.0,223.0,274.0,37.0,121.0,16.0,4.0,34.0,47.0,17.0,25.0,43.0,0
-116.9936805259267,33.604203985565285,170.0,124,43,5592.0,326.0,39.0,286.0,106.0,207.0,252.0,98.0,420.0,79.0,2.0,80.0,236.0,15.0,28.0,213.0,0
-119.07408946420576,34.282485846266624,182.0,96,43,4367.0,304.0,82.0,222.0,132.0,236.0,246.0,127.0,407.0,91.0,0.0,99.0,272.0,1.0,2.0,237.0,0
-122.6723368205649,39.000278326834106,138.0,111,41,5348.0,293.0,22.0,270.0,66.0,209.0,213.0,66.0,868.0,185.0,1.0,91.0,541.0,9.0,9.0,541.0,0
-121.27786673980395,36.97418865746292,136.0,117,46,4408.0,276.0,23.0,252.0,85.0,192.0,196.0,74.0,395.0,74.0,1.0,85.0,213.0,4.0,5.0,204.0,0
-117.21546030946172,32.71501655961547,183.0,81,44,3505.0,284.0,100.0,184.0,143.0,221.0,235.0,140.0,248.0,47.0,1.0,87.0,134.0,3.0,4.0,134.0,0
-120.01021367674656,33.98970307627404,157.0,45,43,2126.0,215.0,110.0,105.0,133.0,179.0,188.0,133.0,515.0,119.0,0.0,98.0,328.0,1.0,4.0,325.0,0
-123.07327263876716,41.33796374190495,88.0,115,38,6155.0,264.0,-32.0,296.0,10.0,169.0,180.0,10.0,855.0,161.0,5.0,80.0,477.0,26.0,32.0,477.0,0
-118.3265916425771,36.841244943782215,81.0,116,34,7545.0,266.0,-67.0,333.0,-6.0,182.0,192.0,-14.0,269.0,55.0,5.0,78.0,154.0,15.0,15.0,152.0,0
-117.96629953193096,35.23339419378345,185.0,128,37,7413.0,373.0,33.0,340.0,100.0,244.0,292.0,89.0,125.0,23.0,1.0,80.0,69.0,4.0,10.0,65.0,0
-121.62519430603125,39.71752906549279,159.0,122,37,6997.0,350.0,22.0,328.0,68.0,260.0,260.0,68.0,1170.0,248.0,2.0,84.0,695.0,11.0,11.0,695.0,0
-122.53765100733835,39.01114160576346,139.0,115,41,5574.0,301.0,19.0,281.0,64.0,217.0,217.0,64.0,793.0,155.0,1.0,86.0,452.0,8.0,8.0,452.0,0
-123.79148404102357,41.0113192638138,89.0,91,40,4595.0,221.0,-2.0,224.0,32.0,148.0,157.0,32.0,1676.0,324.0,4.0,81.0,933.0,32.0,34.0,933.0,0
-114.3518669933698,34.30306849782553,208.0,127,36,7836.0,391.0,42.0,349.0,105.0,276.0,317.0,103.0,138.0,23.0,1.0,57.0,62.0,4.0,46.0,62.0,0
-123.0441344158471,38.78777402714421,140.0,87,41,4122.0,258.0,48.0,209.0,84.0,192.0,197.0,84.0,1074.0,239.0,1.0,89.0,678.0,10.0,12.0,678.0,0
-124.0649172713987,41.15497217339789,122.0,69,40,3654.0,222.0,50.0,172.0,77.0,176.0,176.0,77.0,1572.0,291.0,5.0,77.0,833.0,31.0,31.0,833.0,0
-115.60638039990056,33.996227833986886,221.0,132,38,7470.0,409.0,62.0,346.0,287.0,281.0,328.0,122.0,79.0,13.0,1.0,54.0,34.0,3.0,33.0,30.0,0
-121.44932710143534,37.48473033766197,114.0,114,46,4384.0,252.0,4.0,248.0,54.0,170.0,173.0,52.0,386.0,75.0,1.0,86.0,214.0,4.0,6.0,214.0,0
-120.0350867568786,38.418670456800655,68.0,122,37,6670.0,248.0,-72.0,320.0,-16.0,166.0,166.0,-16.0,1171.0,232.0,9.0,77.0,646.0,29.0,29.0,646.0,0
-117.48729612573972,36.660536712166,143.0,116,32,8370.0,336.0,-20.0,356.0,46.0,241.0,263.0,32.0,137.0,22.0,3.0,52.0,64.0,14.0,23.0,57.0,0
-123.41424025130148,39.98429083789642,115.0,106,40,5297.0,268.0,7.0,261.0,47.0,184.0,192.0,47.0,1508.0,319.0,2.0,92.0,934.0,13.0,21.0,934.0,0
-116.6452773667048,33.09913861354489,140.0,125,44,5324.0,293.0,13.0,280.0,93.0,205.0,218.0,72.0,635.0,117.0,4.0,80.0,347.0,23.0,40.0,314.0,0
-116.7139249220264,36.40769319860623,214.0,119,31,8943.0,415.0,37.0,377.0,140.0,292.0,339.0,93.0,85.0,13.0,1.0,53.0,40.0,7.0,16.0,30.0,0
-116.58127644899984,36.26322533386581,192.0,120,32,8738.0,390.0,17.0,372.0,90.0,268.0,314.0,74.0,89.0,15.0,1.0,61.0,46.0,6.0,16.0,42.0,0
-120.89418398935582,38.73534042902208,160.0,122,39,6354.0,338.0,27.0,310.0,76.0,251.0,251.0,76.0,831.0,164.0,2.0,81.0,471.0,10.0,10.0,471.0,0
-117.88859945601652,36.09692200469608,136.0,120,34,7824.0,324.0,-19.0,344.0,44.0,199.0,248.0,34.0,215.0,41.0,2.0,72.0,120.0,13.0,26.0,105.0,0
-122.41724655703764,40.93413848000053,137.0,122,36,7253.0,334.0,-1.0,335.0,44.0,244.0,245.0,44.0,1304.0,268.0,4.0,83.0,758.0,27.0,27.0,758.0,0
-122.63735913305038,39.37335156987687,134.0,116,40,5863.0,303.0,12.0,291.0,56.0,217.0,217.0,56.0,704.0,159.0,1.0,90.0,447.0,8.0,8.0,447.0,0
-121.69351031767422,36.394440509723154,125.0,88,48,3146.0,225.0,40.0,184.0,81.0,164.0,167.0,81.0,597.0,130.0,1.0,91.0,364.0,5.0,5.0,364.0,0
-116.84621362146672,33.55453690533016,153.0,127,43,5664.0,311.0,20.0,291.0,88.0,190.0,236.0,80.0,453.0,83.0,2.0,77.0,249.0,17.0,37.0,226.0,0
-122.78095022346606,39.41081897205567,57.0,114,41,5407.0,217.0,-58.0,275.0,-14.0,133.0,133.0,-14.0,1108.0,219.0,2.0,83.0,627.0,16.0,16.0,627.0,0
-117.98704966503207,35.164674126508324,181.0,128,38,7292.0,367.0,30.0,337.0,97.0,238.0,286.0,86.0,132.0,24.0,1.0,80.0,73.0,4.0,10.0,69.0,0
-119.4948177174106,37.01544146198941,164.0,125,39,6689.0,346.0,24.0,321.0,107.0,263.0,263.0,80.0,640.0,114.0,1.0,79.0,333.0,4.0,4.0,309.0,0
-115.64965948352136,33.50735775955703,217.0,134,39,7072.0,400.0,63.0,337.0,163.0,271.0,319.0,124.0,87.0,13.0,1.0,55.0,36.0,3.0,30.0,36.0,0
-115.88745841540631,32.723431736037405,225.0,136,42,6353.0,400.0,81.0,319.0,143.0,269.0,318.0,143.0,127.0,22.0,1.0,60.0,61.0,4.0,29.0,61.0,0
-118.23929885045185,35.41231582029268,142.0,127,38,7157.0,327.0,-4.0,331.0,56.0,237.0,246.0,51.0,176.0,35.0,1.0,82.0,99.0,5.0,10.0,96.0,0
-120.9904462945549,36.72739574441758,115.0,125,45,4825.0,267.0,-6.0,273.0,57.0,179.0,181.0,48.0,346.0,69.0,1.0,87.0,199.0,3.0,3.0,193.0,0
-121.62784712237143,41.555253491183166,52.0,120,36,7109.0,249.0,-82.0,331.0,-34.0,160.0,160.0,-37.0,627.0,94.0,8.0,55.0,272.0,41.0,41.0,271.0,0
-123.47339689978575,40.8296106161325,121.0,106,40,5472.0,279.0,12.0,266.0,52.0,193.0,202.0,52.0,1077.0,202.0,3.0,80.0,598.0,21.0,26.0,598.0,0
-115.99160356148096,33.02141845987308,232.0,135,41,6479.0,408.0,86.0,322.0,147.0,277.0,326.0,147.0,92.0,17.0,1.0,61.0,47.0,3.0,20.0,47.0,0
-122.17623910395476,37.8180036982604,137.0,93,45,3664.0,248.0,45.0,203.0,84.0,184.0,185.0,84.0,630.0,134.0,1.0,88.0,377.0,5.0,5.0,377.0,0
-115.34653568239582,35.133344522488386,149.0,128,36,7931.0,339.0,-14.0,354.0,261.0,217.0,261.0,44.0,229.0,33.0,2.0,45.0,92.0,12.0,92.0,71.0,0
-121.88543193061253,41.80306361897532,75.0,120,36,7114.0,272.0,-58.0,331.0,-3.0,183.0,183.0,-14.0,513.0,75.0,10.0,47.0,216.0,43.0,43.0,209.0,0
-120.16312537418526,39.02311107355161,66.0,123,37,7002.0,253.0,-78.0,332.0,-23.0,169.0,169.0,-23.0,746.0,145.0,8.0,76.0,421.0,30.0,30.0,421.0,0
-122.54153462105464,38.09808597165183,153.0,89,44,3734.0,262.0,62.0,200.0,99.0,202.0,202.0,99.0,763.0,177.0,1.0,94.0,491.0,5.0,5.0,491.0,0
-122.118996831405,41.81826677169124,78.0,120,36,7034.0,274.0,-54.0,329.0,-7.0,185.0,185.0,-9.0,461.0,80.0,7.0,63.0,229.0,27.0,27.0,229.0,0
-116.3647601426938,33.07043021104462,155.0,132,44,5752.0,318.0,20.0,298.0,81.0,193.0,239.0,81.0,396.0,74.0,2.0,74.0,208.0,14.0,43.0,208.0,0
-121.4744749833378,40.22891260006615,93.0,122,36,7122.0,286.0,-45.0,332.0,1.0,197.0,197.0,1.0,968.0,179.0,4.0,73.0,512.0,23.0,23.0,512.0,0
-117.29294862506752,36.6006611050755,202.0,116,31,8836.0,401.0,30.0,371.0,100.0,278.0,327.0,84.0,84.0,13.0,2.0,48.0,37.0,8.0,18.0,34.0,0
-117.17067449904256,34.29635737122094,137.0,131,41,6448.0,310.0,-6.0,317.0,58.0,220.0,230.0,53.0,515.0,103.0,2.0,86.0,292.0,12.0,18.0,289.0,0
-121.91858147162716,37.26424764786228,146.0,86,47,3193.0,245.0,62.0,183.0,100.0,184.0,188.0,100.0,525.0,114.0,1.0,90.0,321.0,5.0,5.0,321.0,0
-122.73413473546016,40.2992432514602,148.0,121,37,6772.0,336.0,17.0,319.0,61.0,248.0,248.0,61.0,835.0,169.0,3.0,82.0,482.0,19.0,19.0,482.0,0
-118.5198286679978,37.69861400637955,95.0,118,33,7961.0,288.0,-61.0,350.0,-6.0,167.0,213.0,-6.0,253.0,39.0,8.0,50.0,117.0,33.0,36.0,117.0,0
-123.02093505987688,38.436627152097785,137.0,79,43,3561.0,238.0,54.0,184.0,87.0,180.0,185.0,87.0,1298.0,273.0,1.0,88.0,779.0,12.0,13.0,779.0,0
-120.40746109862684,37.892625845996506,163.0,123,40,6186.0,337.0,30.0,306.0,82.0,252.0,252.0,82.0,756.0,151.0,1.0,83.0,429.0,6.0,6.0,429.0,0
-122.68747437656585,38.33412286678927,154.0,92,43,4056.0,272.0,58.0,213.0,96.0,208.0,208.0,96.0,743.0,163.0,1.0,89.0,456.0,7.0,7.0,456.0,0
-116.36091312611626,33.3641646190382,196.0,133,42,6212.0,367.0,54.0,313.0,116.0,239.0,287.0,116.0,189.0,35.0,1.0,66.0,94.0,5.0,31.0,94.0,0
-115.79710549090927,34.962712551730554,216.0,129,35,8229.0,411.0,45.0,365.0,331.0,286.0,331.0,105.0,178.0,26.0,2.0,44.0,73.0,10.0,73.0,52.0,0
-115.5505370555515,35.40658137507771,158.0,127,35,8144.0,350.0,-9.0,360.0,272.0,228.0,272.0,49.0,275.0,40.0,4.0,43.0,119.0,20.0,119.0,71.0,0
-117.674129244348,36.13614925344333,110.0,119,34,7808.0,298.0,-44.0,343.0,19.0,174.0,223.0,8.0,153.0,27.0,2.0,59.0,78.0,12.0,32.0,62.0,0
-115.55482873957362,35.38527988431582,158.0,127,35,8144.0,350.0,-9.0,360.0,272.0,228.0,272.0,49.0,275.0,40.0,4.0,43.0,119.0,20.0,119.0,71.0,0
-121.45108135629071,37.40680092152918,118.0,113,46,4318.0,254.0,9.0,245.0,61.0,172.0,176.0,57.0,377.0,69.0,1.0,83.0,197.0,4.0,6.0,197.0,0
-117.20448008506544,34.49789900622296,170.0,131,39,6840.0,349.0,20.0,329.0,91.0,225.0,268.0,80.0,301.0,55.0,2.0,76.0,162.0,12.0,21.0,153.0,0
-121.49741193164704,40.79564971695494,117.0,121,35,7595.0,319.0,-26.0,346.0,20.0,230.0,230.0,20.0,589.0,99.0,4.0,67.0,291.0,20.0,20.0,291.0,0
-121.27661376917864,40.14735463479106,98.0,122,36,7189.0,293.0,-41.0,335.0,6.0,204.0,204.0,6.0,978.0,207.0,3.0,83.0,581.0,15.0,15.0,581.0,0
-122.4423679830262,41.778488437990845,112.0,120,36,6992.0,306.0,-20.0,326.0,34.0,218.0,218.0,24.0,498.0,84.0,9.0,60.0,241.0,34.0,34.0,239.0,0
-122.78258854687964,39.566496014269234,97.0,116,40,5775.0,264.0,-22.0,287.0,21.0,179.0,179.0,21.0,797.0,166.0,2.0,86.0,472.0,11.0,11.0,472.0,0
-116.01387017201712,33.0803125302236,231.0,135,42,6461.0,407.0,85.0,322.0,147.0,277.0,325.0,147.0,93.0,17.0,1.0,60.0,46.0,3.0,21.0,46.0,0
-114.39687340105912,34.292109931582694,195.0,127,36,7748.0,377.0,30.0,346.0,105.0,262.0,303.0,92.0,151.0,23.0,1.0,55.0,64.0,4.0,51.0,63.0,0
-118.08223406295396,35.04376384202864,174.0,129,38,7092.0,358.0,25.0,332.0,92.0,230.0,277.0,83.0,144.0,27.0,1.0,81.0,80.0,5.0,10.0,75.0,0
-116.6035108968016,33.609839403298295,128.0,131,43,5964.0,295.0,-9.0,304.0,57.0,170.0,216.0,51.0,347.0,67.0,1.0,73.0,184.0,12.0,44.0,180.0,0
-121.1874057220589,36.54502987942484,136.0,119,46,4456.0,278.0,21.0,256.0,74.0,192.0,197.0,74.0,319.0,70.0,1.0,93.0,197.0,3.0,3.0,197.0,0
-123.78525106493768,40.666257634075805,112.0,92,41,4587.0,244.0,20.0,224.0,55.0,171.0,180.0,55.0,1251.0,236.0,2.0,80.0,684.0,20.0,23.0,684.0,0
-115.711614905302,32.69097102988456,236.0,137,41,6585.0,414.0,87.0,326.0,150.0,283.0,331.0,150.0,101.0,16.0,1.0,59.0,47.0,3.0,27.0,47.0,0
-123.86503823990265,41.02076560206904,114.0,85,40,4374.0,238.0,27.0,211.0,62.0,174.0,179.0,59.0,1442.0,280.0,4.0,79.0,782.0,31.0,31.0,778.0,0
-118.60260249692436,37.34014329113946,95.0,118,34,7668.0,283.0,-56.0,340.0,-2.0,200.0,208.0,-2.0,328.0,58.0,8.0,64.0,169.0,28.0,28.0,169.0,0
-119.64127563317612,37.86525843315935,50.0,121,38,6551.0,227.0,-88.0,315.0,-32.0,146.0,146.0,-32.0,1021.0,200.0,7.0,77.0,562.0,24.0,24.0,562.0,0
-117.3538822930976,34.27621434543998,137.0,129,41,6251.0,306.0,-3.0,310.0,65.0,217.0,228.0,56.0,635.0,136.0,2.0,90.0,383.0,9.0,15.0,366.0,0
-120.6575586617051,38.90763674901332,107.0,122,38,6522.0,288.0,-27.0,315.0,23.0,202.0,202.0,23.0,1452.0,288.0,5.0,82.0,831.0,21.0,21.0,831.0,0
-124.09082290286406,41.62717853474163,123.0,66,39,3572.0,220.0,53.0,166.0,79.0,176.0,176.0,79.0,2111.0,384.0,7.0,78.0,1128.0,44.0,44.0,1128.0,0
-120.48352904484156,39.92797746722764,78.0,123,35,7438.0,275.0,-69.0,344.0,-18.0,187.0,187.0,-18.0,646.0,124.0,7.0,72.0,349.0,24.0,24.0,349.0,0
-121.21909109100064,39.36474982431451,151.0,123,38,6731.0,337.0,15.0,321.0,63.0,247.0,247.0,63.0,1288.0,273.0,1.0,87.0,769.0,10.0,10.0,769.0,0
-117.21311016280232,32.903628135587,182.0,86,44,3749.0,290.0,93.0,197.0,139.0,224.0,238.0,136.0,282.0,53.0,1.0,86.0,152.0,4.0,5.0,151.0,0
