Longitude,Latitude,geometry,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-116.26129245925962,35.12405791122023,POINT (-116.26129245925962 35.12405791122023),225.0,129,35,8306.0,423.0,53.0,369.0,129.0,295.0,342.0,113.0,89.0,11.0,1.0,44.0,33.0,4.0,26.0,31.0
-121.81386391085087,40.36952065606242,POINT (-121.81386391085087 40.36952065606242),130.0,122,36,7330.0,327.0,-10.0,337.0,35.0,237.0,237.0,35.0,923.0,157.0,4.0,69.0,458.0,26.0,26.0,458.0
-119.0666493139821,37.02268669519341,POINT (-119.0666493139821 37.02268669519341),74.0,122,38,6755.0,253.0,-65.0,318.0,-2.0,174.0,174.0,-10.0,841.0,158.0,4.0,78.0,446.0,13.0,13.0,433.0
-121.85845414632004,41.13477766779607,POINT (-121.85845414632004 41.13477766779607),102.0,122,35,7413.0,302.0,-38.0,341.0,7.0,213.0,213.0,7.0,1232.0,218.0,6.0,74.0,638.0,34.0,34.0,638.0
-117.09886522337736,35.30595592332852,POINT (-117.09886522337736 35.30595592332852),180.0,127,35,7919.0,373.0,19.0,354.0,88.0,246.0,293.0,75.0,105.0,20.0,1.0,70.0,60.0,4.0,23.0,49.0
-116.87136683672607,35.39275811048721,POINT (-116.87136683672607 35.39275811048721),176.0,126,35,8046.0,370.0,12.0,358.0,83.0,244.0,290.0,69.0,142.0,27.0,1.0,67.0,78.0,6.0,36.0,60.0
-118.42994462287069,36.47025090127774,POINT (-118.42994462287069 36.47025090127774),42.0,119,37,6993.0,221.0,-99.0,320.0,-41.0,137.0,145.0,-46.0,507.0,105.0,3.0,86.0,298.0,13.0,13.0,290.0
-117.65144609925356,36.63264489991739,POINT (-117.65144609925356 36.63264489991739),202.0,116,31,8728.0,401.0,34.0,367.0,101.0,293.0,327.0,87.0,125.0,22.0,2.0,60.0,63.0,11.0,17.0,59.0
-119.21787777914261,38.363771875469624,POINT (-119.21787777914261 38.363771875469624),67.0,121,35,7565.0,258.0,-86.0,344.0,-29.0,162.0,179.0,-29.0,333.0,60.0,11.0,63.0,172.0,34.0,35.0,172.0
-114.48836770513292,34.508361485204546,POINT (-114.48836770513292 34.508361485204546),236.0,127,35,8120.0,423.0,66.0,357.0,136.0,307.0,348.0,127.0,117.0,19.0,1.0,56.0,51.0,4.0,39.0,51.0
-115.2968938357358,34.00724652458085,POINT (-115.2968938357358 34.00724652458085),220.0,131,37,7572.0,407.0,60.0,347.0,120.0,282.0,328.0,120.0,88.0,14.0,1.0,56.0,41.0,3.0,30.0,41.0
-114.86227825047723,34.6387156021031,POINT (-114.86227825047723 34.6387156021031),210.0,128,35,8003.0,398.0,43.0,355.0,124.0,279.0,322.0,103.0,146.0,20.0,1.0,50.0,58.0,5.0,49.0,51.0
-116.82084619342186,34.97469328216111,POINT (-116.82084619342186 34.97469328216111),184.0,130,36,7746.0,376.0,22.0,353.0,94.0,248.0,294.0,81.0,123.0,18.0,1.0,53.0,55.0,6.0,32.0,52.0
-123.11992338164312,40.44213801297742,POINT (-123.11992338164312 40.44213801297742),104.0,117,39,6069.0,279.0,-15.0,295.0,27.0,185.0,194.0,27.0,976.0,173.0,4.0,74.0,508.0,25.0,28.0,508.0
-117.59917391769493,36.94768780114522,POINT (-117.59917391769493 36.94768780114522),99.0,116,32,8142.0,290.0,-60.0,350.0,4.0,167.0,216.0,-7.0,196.0,28.0,6.0,40.0,83.0,26.0,40.0,72.0
-119.59842267490507,37.55537774068401,POINT (-119.59842267490507 37.55537774068401),77.0,122,38,6500.0,254.0,-59.0,313.0,1.0,173.0,173.0,-4.0,1031.0,194.0,3.0,80.0,554.0,15.0,15.0,538.0
-123.98869907518784,41.17813176697007,POINT (-123.98869907518784 41.17813176697007),124.0,76,40,3967.0,235.0,46.0,188.0,75.0,183.0,183.0,75.0,1374.0,248.0,5.0,75.0,728.0,31.0,31.0,728.0
-114.85899416879211,35.02405884639858,POINT (-114.85899416879211 35.02405884639858),214.0,127,34,8300.0,406.0,43.0,363.0,118.0,287.0,330.0,103.0,139.0,20.0,1.0,50.0,59.0,5.0,45.0,54.0
-120.1976463289794,39.576549285075245,POINT (-120.1976463289794 39.576549285075245),60.0,123,36,7338.0,254.0,-88.0,342.0,-34.0,168.0,168.0,-34.0,744.0,137.0,12.0,69.0,392.0,41.0,41.0,392.0
-115.95023152990755,35.12252041277788,POINT (-115.95023152990755 35.12252041277788),223.0,129,34,8361.0,421.0,51.0,370.0,332.0,295.0,341.0,111.0,158.0,20.0,2.0,40.0,57.0,9.0,57.0,47.0
-119.35180549841614,38.13135717052157,POINT (-119.35180549841614 38.13135717052157),53.0,121,36,7190.0,238.0,-94.0,333.0,-36.0,159.0,159.0,-37.0,445.0,77.0,11.0,63.0,219.0,35.0,35.0,218.0
-121.7214840863215,40.33424193040476,POINT (-121.7214840863215 40.33424193040476),111.0,122,36,7240.0,307.0,-28.0,335.0,18.0,217.0,217.0,18.0,978.0,167.0,5.0,68.0,486.0,29.0,29.0,486.0
-116.6331986100218,35.822236755608,POINT (-116.6331986100218 35.822236755608),221.0,123,32,8691.0,421.0,47.0,374.0,120.0,296.0,343.0,104.0,95.0,17.0,1.0,67.0,51.0,6.0,18.0,44.0
-118.22166949860656,36.69591436166707,POINT (-118.22166949860656 36.69591436166707),117.0,117,34,7750.0,304.0,-34.0,339.0,18.0,221.0,230.0,18.0,262.0,56.0,4.0,84.0,156.0,12.0,12.0,156.0
-118.03285710091876,35.635949685985146,POINT (-118.03285710091876 35.635949685985146),122.0,125,37,7383.0,307.0,-28.0,335.0,36.0,182.0,228.0,26.0,188.0,39.0,1.0,85.0,112.0,5.0,14.0,107.0
-120.08812650111405,40.95425265737512,POINT (-120.08812650111405 40.95425265737512),75.0,117,33,7939.0,280.0,-73.0,354.0,-15.0,194.0,194.0,-27.0,316.0,37.0,8.0,35.0,110.0,30.0,30.0,109.0
-123.63100518770901,39.2813381232202,POINT (-123.63100518770901 39.2813381232202),137.0,67,40,3419.0,231.0,65.0,166.0,93.0,180.0,186.0,93.0,1111.0,222.0,2.0,83.0,638.0,13.0,22.0,638.0
-116.0497783160087,32.812530426331236,POINT (-116.0497783160087 32.812530426331236),205.0,135,43,6105.0,376.0,65.0,311.0,126.0,246.0,294.0,126.0,181.0,35.0,1.0,67.0,95.0,4.0,33.0,95.0
-118.78084156530977,38.06936994190954,POINT (-118.78084156530977 38.06936994190954),82.0,120,34,7887.0,276.0,-75.0,352.0,-17.0,170.0,199.0,-18.0,273.0,35.0,11.0,36.0,104.0,37.0,45.0,104.0
-118.61737984573983,35.47077746441169,POINT (-118.61737984573983 35.47077746441169),104.0,128,40,6702.0,283.0,-36.0,320.0,19.0,193.0,202.0,19.0,425.0,81.0,1.0,82.0,233.0,5.0,10.0,233.0
-121.37391208068377,36.18132395316737,POINT (-121.37391208068377 36.18132395316737),116.0,107,47,3896.0,240.0,13.0,227.0,61.0,166.0,169.0,61.0,550.0,121.0,1.0,92.0,343.0,3.0,4.0,343.0
-117.37418989182129,35.07044638677082,POINT (-117.37418989182129 35.07044638677082),195.0,129,36,7647.0,386.0,37.0,349.0,107.0,257.0,305.0,95.0,93.0,17.0,1.0,67.0,50.0,4.0,14.0,43.0
-121.8598672643153,36.55554945212195,POINT (-121.8598672643153 36.55554945212195),139.0,76,48,2705.0,224.0,66.0,158.0,101.0,174.0,175.0,101.0,582.0,122.0,1.0,89.0,341.0,5.0,5.0,341.0
-118.35967200015395,37.86720425448362,POINT (-118.35967200015395 37.86720425448362),20.0,119,34,7624.0,208.0,-134.0,343.0,-77.0,64.0,132.0,-77.0,293.0,33.0,14.0,27.0,99.0,44.0,60.0,99.0
-115.95210741977886,33.27674757973944,POINT (-115.95210741977886 33.27674757973944),239.0,135,40,6764.0,419.0,89.0,330.0,151.0,289.0,337.0,151.0,67.0,12.0,0.0,61.0,34.0,1.0,17.0,34.0
-122.46482470089434,38.60211666313584,POINT (-122.46482470089434 38.60211666313584),128.0,108,42,4839.0,270.0,17.0,252.0,61.0,193.0,193.0,61.0,1031.0,230.0,1.0,93.0,656.0,8.0,8.0,656.0
-120.5127407802632,39.46351245536936,POINT (-120.5127407802632 39.46351245536936),67.0,123,37,6986.0,257.0,-74.0,331.0,-22.0,170.0,170.0,-22.0,1232.0,239.0,7.0,77.0,684.0,32.0,32.0,684.0
-117.15703878497848,35.972827632154235,POINT (-117.15703878497848 35.972827632154235),140.0,120,34,8096.0,331.0,-22.0,353.0,45.0,208.0,254.0,32.0,145.0,25.0,2.0,62.0,75.0,10.0,32.0,60.0
-118.37513478263486,37.716143434057564,POINT (-118.37513478263486 37.716143434057564),66.0,118,33,7893.0,257.0,-91.0,349.0,-35.0,97.0,182.0,-35.0,357.0,46.0,16.0,34.0,136.0,52.0,70.0,136.0
-121.52485954652116,40.88360178084229,POINT (-121.52485954652116 40.88360178084229),117.0,121,35,7601.0,319.0,-26.0,346.0,20.0,231.0,231.0,20.0,691.0,109.0,5.0,63.0,322.0,25.0,25.0,322.0
-120.33671141426989,40.46653609589518,POINT (-120.33671141426989 40.46653609589518),94.0,120,33,7876.0,298.0,-56.0,354.0,-7.0,212.0,212.0,-7.0,284.0,42.0,7.0,47.0,125.0,21.0,21.0,125.0
-116.2453144692121,35.87773749971382,POINT (-116.2453144692121 35.87773749971382),223.0,124,32,8838.0,424.0,45.0,379.0,121.0,301.0,346.0,103.0,125.0,21.0,1.0,58.0,63.0,7.0,26.0,52.0
-120.00632492861986,38.16618395606306,POINT (-120.00632492861986 38.16618395606306),84.0,121,38,6498.0,262.0,-52.0,314.0,1.0,180.0,180.0,1.0,1122.0,211.0,6.0,76.0,594.0,19.0,19.0,594.0
-123.37643738368466,38.9881131142148,POINT (-123.37643738368466 38.9881131142148),128.0,71,41,3499.0,226.0,52.0,173.0,82.0,172.0,178.0,82.0,1099.0,227.0,2.0,86.0,653.0,12.0,17.0,653.0
-118.03996239711195,37.28976584437341,POINT (-118.03996239711195 37.28976584437341),118.0,116,32,8241.0,312.0,-42.0,354.0,23.0,185.0,238.0,11.0,210.0,29.0,9.0,40.0,86.0,30.0,33.0,83.0
-120.89946213974402,40.606855708337555,POINT (-120.89946213974402 40.606855708337555),59.0,122,35,7357.0,257.0,-83.0,340.0,-34.0,169.0,169.0,-34.0,567.0,96.0,6.0,62.0,279.0,21.0,21.0,279.0
-115.60698401214417,34.232956095240475,POINT (-115.60698401214417 34.232956095240475),216.0,132,37,7645.0,405.0,55.0,350.0,115.0,279.0,325.0,115.0,100.0,16.0,1.0,53.0,46.0,4.0,32.0,46.0
-121.60160178589888,40.56350039796281,POINT (-121.60160178589888 40.56350039796281),74.0,122,36,7159.0,268.0,-64.0,333.0,-17.0,179.0,179.0,-17.0,1062.0,166.0,7.0,64.0,491.0,40.0,40.0,491.0
-115.94666446830227,33.902561691047815,POINT (-115.94666446830227 33.902561691047815),184.0,134,39,7061.0,367.0,30.0,336.0,91.0,238.0,285.0,91.0,73.0,12.0,0.0,58.0,35.0,1.0,22.0,35.0
-117.00850416025744,35.4827783579699,POINT (-117.00850416025744 35.4827783579699),182.0,125,34,8093.0,376.0,18.0,358.0,87.0,250.0,296.0,74.0,118.0,24.0,1.0,77.0,73.0,5.0,21.0,60.0
-123.40312584553766,41.78982300811966,POINT (-123.40312584553766 41.78982300811966),120.0,106,39,5623.0,281.0,10.0,270.0,49.0,193.0,204.0,49.0,1175.0,235.0,5.0,85.0,694.0,23.0,31.0,694.0
-119.51725830206034,38.12700371129394,POINT (-119.51725830206034 38.12700371129394),20.0,121,37,6795.0,200.0,-121.0,322.0,-64.0,121.0,121.0,-65.0,759.0,134.0,12.0,68.0,378.0,39.0,39.0,378.0
-123.15379044989767,41.70910608258872,POINT (-123.15379044989767 41.70910608258872),58.0,112,39,5824.0,227.0,-56.0,284.0,-14.0,135.0,146.0,-14.0,1276.0,262.0,9.0,86.0,779.0,36.0,43.0,779.0
-120.04545203864996,38.42815183529572,POINT (-120.04545203864996 38.42815183529572),69.0,122,38,6627.0,249.0,-69.0,319.0,-14.0,167.0,167.0,-14.0,1224.0,247.0,7.0,80.0,688.0,25.0,25.0,688.0
-114.61584626024666,34.41987623482978,POINT (-114.61584626024666 34.41987623482978),234.0,127,35,8042.0,422.0,66.0,356.0,141.0,304.0,346.0,127.0,101.0,14.0,1.0,52.0,41.0,4.0,35.0,37.0
-118.66022323866886,37.76099587725407,POINT (-118.66022323866886 37.76099587725407),51.0,119,34,7612.0,240.0,-102.0,342.0,-45.0,135.0,164.0,-45.0,344.0,55.0,10.0,54.0,164.0,40.0,43.0,164.0
-122.53611295480621,40.27127699320824,POINT (-122.53611295480621 40.27127699320824),163.0,121,36,7051.0,355.0,27.0,328.0,72.0,266.0,266.0,72.0,705.0,140.0,3.0,79.0,397.0,17.0,17.0,397.0
-120.24178474421926,40.69831243077111,POINT (-120.24178474421926 40.69831243077111),71.0,119,33,7815.0,274.0,-77.0,352.0,-29.0,188.0,188.0,-29.0,333.0,45.0,9.0,41.0,134.0,29.0,29.0,134.0
-116.279923934945,33.27270823310637,POINT (-116.279923934945 33.27270823310637),212.0,134,42,6283.0,384.0,69.0,315.0,131.0,255.0,304.0,131.0,185.0,33.0,1.0,62.0,89.0,6.0,34.0,89.0
-121.12214693339709,39.36586812821498,POINT (-121.12214693339709 39.36586812821498),144.0,123,37,6781.0,331.0,8.0,323.0,56.0,242.0,242.0,56.0,1333.0,256.0,2.0,81.0,730.0,14.0,14.0,730.0
-116.88787228056871,35.90095683135789,POINT (-116.88787228056871 35.90095683135789),197.0,122,33,8510.0,394.0,27.0,367.0,98.0,270.0,317.0,83.0,91.0,17.0,1.0,68.0,50.0,5.0,20.0,44.0
-119.55703429737177,38.16404960926175,POINT (-119.55703429737177 38.16404960926175),17.0,121,37,6726.0,196.0,-124.0,320.0,-66.0,117.0,117.0,-67.0,893.0,159.0,13.0,69.0,448.0,41.0,41.0,448.0
-115.62790716771907,33.889294350025395,POINT (-115.62790716771907 33.889294350025395),210.0,133,38,7327.0,396.0,53.0,343.0,113.0,268.0,315.0,113.0,97.0,16.0,1.0,55.0,45.0,3.0,29.0,45.0
-116.11204033000271,35.10670030373913,POINT (-116.11204033000271 35.10670030373913),229.0,129,34,8373.0,428.0,57.0,370.0,261.0,301.0,347.0,116.0,105.0,13.0,2.0,40.0,37.0,6.0,36.0,34.0
-122.7502766937195,40.02362046635961,POINT (-122.7502766937195 40.02362046635961),72.0,119,39,6083.0,248.0,-51.0,299.0,-6.0,160.0,160.0,-6.0,883.0,181.0,3.0,81.0,503.0,17.0,17.0,503.0
-120.04940638463533,39.55404871281311,POINT (-120.04940638463533 39.55404871281311),75.0,123,35,7560.0,272.0,-76.0,349.0,-22.0,187.0,187.0,-22.0,464.0,89.0,8.0,70.0,253.0,28.0,28.0,253.0
-123.42846828623152,40.40459814663888,POINT (-123.42846828623152 40.40459814663888),96.0,108,40,5378.0,253.0,-12.0,265.0,28.0,167.0,175.0,28.0,1408.0,272.0,2.0,84.0,803.0,19.0,28.0,803.0
-115.13528676302558,33.552493712939835,POINT (-115.13528676302558 33.552493712939835),236.0,133,38,7417.0,422.0,77.0,344.0,138.0,296.0,341.0,138.0,73.0,11.0,0.0,60.0,33.0,1.0,25.0,33.0
-122.84731584714594,40.954012464209754,POINT (-122.84731584714594 40.954012464209754),49.0,119,39,6256.0,229.0,-75.0,304.0,-30.0,132.0,142.0,-30.0,1329.0,263.0,5.0,84.0,769.0,30.0,32.0,769.0
-120.67075183344319,38.81873569477478,POINT (-120.67075183344319 38.81873569477478),129.0,122,38,6507.0,310.0,-5.0,315.0,45.0,223.0,223.0,45.0,1340.0,271.0,4.0,83.0,781.0,18.0,18.0,781.0
-121.11821440485855,41.141408277652275,POINT (-121.11821440485855 41.141408277652275),103.0,120,34,7682.0,307.0,-40.0,347.0,5.0,219.0,219.0,5.0,413.0,62.0,5.0,55.0,185.0,20.0,20.0,185.0
-115.79431080093883,34.7845532890031,POINT (-115.79431080093883 34.7845532890031),189.0,130,36,7887.0,380.0,23.0,356.0,97.0,255.0,300.0,83.0,199.0,26.0,2.0,47.0,78.0,8.0,68.0,72.0
-120.1107633619772,39.801007494630376,POINT (-120.1107633619772 39.801007494630376),95.0,122,34,7815.0,297.0,-58.0,355.0,-5.0,211.0,211.0,-5.0,382.0,65.0,9.0,57.0,185.0,29.0,29.0,185.0
-117.12579926757034,34.72326557335162,POINT (-117.12579926757034 34.72326557335162),169.0,131,38,7209.0,355.0,15.0,339.0,77.0,226.0,272.0,74.0,148.0,25.0,1.0,65.0,72.0,6.0,20.0,72.0
-122.05792106425811,40.48299235455787,POINT (-122.05792106425811 40.48299235455787),157.0,122,35,7486.0,357.0,15.0,342.0,61.0,268.0,268.0,61.0,981.0,168.0,4.0,69.0,489.0,28.0,28.0,489.0
-123.2483145196179,41.36300573937855,POINT (-123.2483145196179 41.36300573937855),51.0,112,39,5723.0,217.0,-63.0,280.0,-20.0,126.0,136.0,-20.0,1385.0,267.0,6.0,83.0,798.0,32.0,43.0,798.0
-120.90541183824693,41.474737246762004,POINT (-120.90541183824693 41.474737246762004),95.0,118,34,7694.0,300.0,-45.0,346.0,1.0,213.0,213.0,-1.0,340.0,49.0,5.0,49.0,142.0,21.0,21.0,142.0
-122.9664436434578,41.039088360442626,POINT (-122.9664436434578 41.039088360442626),43.0,118,39,6064.0,219.0,-77.0,297.0,-33.0,124.0,133.0,-33.0,1162.0,206.0,7.0,74.0,613.0,39.0,43.0,613.0
-117.41499841912602,35.06449701559799,POINT (-117.41499841912602 35.06449701559799),193.0,129,36,7611.0,383.0,35.0,348.0,104.0,254.0,301.0,93.0,92.0,17.0,1.0,69.0,51.0,4.0,13.0,43.0
-121.34577089742373,40.655829669051286,POINT (-121.34577089742373 40.655829669051286),79.0,122,35,7317.0,276.0,-62.0,338.0,-14.0,187.0,187.0,-14.0,683.0,109.0,6.0,60.0,318.0,25.0,25.0,318.0
-121.58894062577453,39.74483920107958,POINT (-121.58894062577453 39.74483920107958),156.0,122,37,6993.0,347.0,18.0,328.0,64.0,256.0,256.0,64.0,1270.0,272.0,2.0,85.0,760.0,12.0,12.0,760.0
-122.16896541247786,40.910787600718486,POINT (-122.16896541247786 40.910787600718486),124.0,122,35,7365.0,323.0,-15.0,339.0,30.0,233.0,234.0,30.0,1700.0,323.0,6.0,77.0,922.0,42.0,42.0,922.0
-121.91354497251022,40.08294544400632,POINT (-121.91354497251022 40.08294544400632),155.0,122,36,7218.0,350.0,16.0,334.0,62.0,260.0,260.0,62.0,881.0,163.0,3.0,75.0,470.0,17.0,17.0,470.0
-114.44817160801264,34.37908101770831,POINT (-114.44817160801264 34.37908101770831),236.0,127,35,8045.0,422.0,66.0,355.0,140.0,306.0,347.0,128.0,113.0,19.0,1.0,57.0,52.0,3.0,30.0,52.0
-120.43050957349364,38.983624518219635,POINT (-120.43050957349364 38.983624518219635),94.0,122,37,6775.0,279.0,-45.0,324.0,7.0,193.0,193.0,7.0,1246.0,241.0,7.0,77.0,696.0,30.0,30.0,696.0
-123.956701093793,41.27768659419686,POINT (-123.956701093793 41.27768659419686),113.0,79,40,4110.0,228.0,32.0,196.0,62.0,173.0,174.0,62.0,1588.0,275.0,6.0,73.0,816.0,39.0,39.0,816.0
-118.34188756535173,36.25331382600405,POINT (-118.34188756535173 36.25331382600405),60.0,121,37,7076.0,240.0,-82.0,323.0,-21.0,155.0,164.0,-29.0,534.0,103.0,4.0,83.0,304.0,15.0,18.0,283.0
-116.60322503798831,36.277187705843005,POINT (-116.60322503798831 36.277187705843005),175.0,120,32,8608.0,372.0,3.0,368.0,75.0,250.0,296.0,59.0,107.0,18.0,1.0,60.0,54.0,6.0,20.0,49.0
-118.39082189553876,37.80668814490968,POINT (-118.39082189553876 37.80668814490968),51.0,119,34,7803.0,242.0,-105.0,347.0,-49.0,83.0,166.0,-49.0,338.0,44.0,15.0,35.0,130.0,48.0,65.0,130.0
-115.16138166548203,33.55039179366344,POINT (-115.16138166548203 33.55039179366344),236.0,133,38,7417.0,422.0,77.0,344.0,138.0,296.0,341.0,138.0,73.0,11.0,0.0,60.0,33.0,1.0,25.0,33.0
-122.9308975518529,40.32571062990959,POINT (-122.9308975518529 40.32571062990959),117.0,119,39,6328.0,297.0,-7.0,305.0,36.0,203.0,210.0,36.0,869.0,177.0,2.0,83.0,510.0,18.0,20.0,510.0
-121.8908437031848,41.203077852805194,POINT (-121.8908437031848 41.203077852805194),76.0,122,36,7222.0,273.0,-62.0,336.0,-15.0,184.0,184.0,-15.0,1435.0,256.0,8.0,73.0,742.0,37.0,37.0,742.0
-114.64156259806737,34.02843149601726,POINT (-114.64156259806737 34.02843149601726),231.0,129,36,7762.0,415.0,66.0,349.0,339.0,297.0,339.0,127.0,118.0,20.0,1.0,55.0,50.0,4.0,50.0,39.0
-114.97919273944406,34.57564887505789,POINT (-114.97919273944406 34.57564887505789),220.0,128,36,8002.0,410.0,53.0,356.0,242.0,289.0,332.0,113.0,115.0,17.0,1.0,50.0,44.0,5.0,43.0,42.0
-115.17628713280166,33.74591398678693,POINT (-115.17628713280166 33.74591398678693),244.0,132,38,7546.0,431.0,83.0,347.0,144.0,305.0,351.0,144.0,84.0,12.0,1.0,55.0,35.0,3.0,30.0,35.0
-122.26229125216103,41.434875734020494,POINT (-122.26229125216103 41.434875734020494),47.0,121,37,6815.0,239.0,-85.0,324.0,-38.0,150.0,150.0,-38.0,1054.0,160.0,12.0,63.0,474.0,47.0,47.0,474.0
-116.78396894479171,36.12920190759562,POINT (-116.78396894479171 36.12920190759562),249.0,120,31,9061.0,451.0,70.0,381.0,156.0,328.0,375.0,126.0,92.0,15.0,1.0,57.0,45.0,6.0,22.0,34.0
-123.53946336723152,41.512726903302635,POINT (-123.53946336723152 41.512726903302635),122.0,103,39,5395.0,276.0,16.0,259.0,54.0,192.0,203.0,54.0,1336.0,259.0,5.0,84.0,768.0,25.0,34.0,768.0
-117.17187560484368,35.1476241901631,POINT (-117.17187560484368 35.1476241901631),175.0,128,36,7696.0,366.0,16.0,349.0,85.0,238.0,284.0,73.0,125.0,23.0,1.0,67.0,69.0,5.0,24.0,57.0
-121.8879652720738,36.53365934821846,POINT (-121.8879652720738 36.53365934821846),138.0,72,48,2568.0,218.0,68.0,150.0,101.0,172.0,172.0,101.0,655.0,131.0,1.0,87.0,369.0,7.0,7.0,369.0
-114.828882580097,33.96952125503988,POINT (-114.828882580097 33.96952125503988),241.0,130,36,7769.0,427.0,76.0,351.0,138.0,307.0,350.0,138.0,88.0,13.0,1.0,56.0,37.0,3.0,31.0,37.0
-119.46862769521697,37.411874259704526,POINT (-119.46862769521697 37.411874259704526),63.0,123,39,6460.0,240.0,-73.0,313.0,-16.0,159.0,159.0,-17.0,1201.0,250.0,3.0,85.0,691.0,13.0,13.0,690.0
-118.65637459056924,37.011023527703415,POINT (-118.65637459056924 37.011023527703415),48.0,118,36,7110.0,229.0,-94.0,323.0,-33.0,146.0,153.0,-41.0,490.0,96.0,7.0,76.0,275.0,24.0,25.0,260.0
-123.08523709210581,40.677807455927734,POINT (-123.08523709210581 40.677807455927734),86.0,117,39,6056.0,261.0,-33.0,295.0,9.0,167.0,176.0,9.0,1241.0,257.0,4.0,86.0,749.0,25.0,26.0,749.0
-115.10052689732957,33.34453416889884,POINT (-115.10052689732957 33.34453416889884),228.0,133,39,7279.0,412.0,71.0,341.0,324.0,286.0,332.0,132.0,65.0,11.0,0.0,60.0,27.0,0.0,26.0,26.0
-119.17949925197814,34.58984016704336,POINT (-119.17949925197814 34.58984016704336),95.0,114,44,5004.0,239.0,-18.0,258.0,37.0,165.0,169.0,32.0,463.0,107.0,1.0,99.0,316.0,3.0,3.0,267.0
-121.96836413985885,41.702567616780016,POINT (-121.96836413985885 41.702567616780016),84.0,121,36,7176.0,283.0,-50.0,333.0,-5.0,193.0,193.0,-5.0,495.0,79.0,6.0,59.0,231.0,28.0,28.0,231.0
-118.2245393425137,33.785291781457126,POINT (-118.2245393425137 33.785291781457126),191.0,95,44,4187.0,308.0,90.0,217.0,142.0,240.0,252.0,137.0,298.0,69.0,0.0,99.0,198.0,1.0,2.0,185.0
-121.23481578783289,41.87085647673684,POINT (-121.23481578783289 41.87085647673684),86.0,117,34,7417.0,288.0,-48.0,337.0,4.0,200.0,200.0,-5.0,372.0,44.0,8.0,36.0,130.0,35.0,35.0,122.0
-120.48751446123656,41.8856382370645,POINT (-120.48751446123656 41.8856382370645),93.0,114,32,7797.0,299.0,-46.0,345.0,7.0,213.0,213.0,-5.0,320.0,47.0,8.0,45.0,133.0,24.0,24.0,128.0
-116.7059636715673,35.219470501548514,POINT (-116.7059636715673 35.219470501548514),193.0,128,35,8075.0,388.0,27.0,361.0,99.0,261.0,307.0,85.0,98.0,16.0,1.0,59.0,48.0,4.0,26.0,42.0
-118.08273608196757,35.29445945966958,POINT (-118.08273608196757 35.29445945966958),167.0,127,37,7338.0,353.0,16.0,337.0,82.0,229.0,273.0,72.0,147.0,27.0,1.0,79.0,81.0,5.0,10.0,74.0
-120.64634864564755,39.60460757948186,POINT (-120.64634864564755 39.60460757948186),60.0,124,37,6926.0,249.0,-80.0,330.0,-29.0,161.0,161.0,-29.0,1653.0,342.0,7.0,82.0,962.0,32.0,32.0,962.0
-124.08054324545978,41.116781670238396,POINT (-124.08054324545978 41.116781670238396),125.0,69,40,3653.0,226.0,53.0,172.0,80.0,179.0,179.0,80.0,1418.0,257.0,5.0,74.0,733.0,33.0,33.0,733.0
-118.42176379225242,36.60934360038037,POINT (-118.42176379225242 36.60934360038037),18.0,118,37,6910.0,195.0,-122.0,317.0,-64.0,113.0,119.0,-69.0,505.0,105.0,4.0,83.0,290.0,15.0,15.0,286.0
-121.65272288203083,37.46267532622618,POINT (-121.65272288203083 37.46267532622618),105.0,107,46,4026.0,232.0,2.0,230.0,48.0,155.0,159.0,48.0,448.0,94.0,1.0,89.0,267.0,5.0,6.0,267.0
-115.28900514249126,33.693553199764416,POINT (-115.28900514249126 33.693553199764416),236.0,132,38,7449.0,422.0,77.0,345.0,137.0,296.0,342.0,137.0,82.0,13.0,0.0,60.0,38.0,1.0,26.0,38.0
-115.67735668471394,35.15712276304819,POINT (-115.67735668471394 35.15712276304819),177.0,128,35,8104.0,370.0,9.0,361.0,291.0,246.0,291.0,68.0,220.0,37.0,3.0,48.0,103.0,14.0,103.0,58.0
-118.46921033132168,35.5089960894241,POINT (-118.46921033132168 35.5089960894241),131.0,127,38,6974.0,313.0,-13.0,327.0,59.0,224.0,233.0,42.0,365.0,65.0,1.0,79.0,189.0,7.0,13.0,186.0
-123.27377095731319,41.91587840121606,POINT (-123.27377095731319 41.91587840121606),94.0,109,39,5726.0,259.0,-17.0,277.0,22.0,169.0,180.0,22.0,1341.0,274.0,6.0,89.0,816.0,24.0,30.0,816.0
-121.43968474140499,40.8299369116725,POINT (-121.43968474140499 40.8299369116725),108.0,121,35,7548.0,309.0,-35.0,344.0,11.0,221.0,221.0,11.0,712.0,106.0,6.0,61.0,316.0,29.0,29.0,316.0
-115.63560208939907,34.92411268851709,POINT (-115.63560208939907 34.92411268851709),200.0,129,35,8108.0,393.0,32.0,361.0,106.0,269.0,314.0,91.0,221.0,30.0,2.0,45.0,88.0,11.0,65.0,78.0
-119.9011412234465,38.56473215002894,POINT (-119.9011412234465 38.56473215002894),52.0,122,37,6847.0,235.0,-90.0,326.0,-34.0,153.0,153.0,-34.0,966.0,174.0,13.0,69.0,483.0,40.0,40.0,483.0
