Longitude,Latitude,geometry,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-118.013294519489,35.35952139909339,POINT (-118.013294519489 35.35952139909339),170.0,127,37,7429.0,358.0,18.0,339.0,84.0,229.0,278.0,74.0,124.0,23.0,1.0,79.0,70.0,4.0,10.0,64.0
-116.81465800314606,35.04539596670728,POINT (-116.81465800314606 35.04539596670728),205.0,129,36,7953.0,399.0,40.0,359.0,113.0,271.0,318.0,99.0,93.0,15.0,1.0,59.0,45.0,4.0,22.0,41.0
-121.3622831566623,41.81895817278649,POINT (-121.3622831566623 41.81895817278649),99.0,118,34,7470.0,302.0,-36.0,339.0,16.0,214.0,214.0,5.0,319.0,39.0,7.0,37.0,115.0,31.0,31.0,109.0
-120.55392946253352,40.59605983086358,POINT (-120.55392946253352 40.59605983086358),80.0,121,34,7682.0,282.0,-66.0,349.0,-18.0,195.0,195.0,-18.0,405.0,65.0,8.0,53.0,189.0,26.0,26.0,189.0
-114.79416375489254,33.51155477341243,POINT (-114.79416375489254 33.51155477341243),239.0,131,38,7510.0,422.0,77.0,345.0,344.0,300.0,344.0,138.0,104.0,18.0,0.0,57.0,42.0,2.0,42.0,38.0
-116.14883367859031,35.42117137676961,POINT (-116.14883367859031 35.42117137676961),233.0,127,33,8636.0,433.0,57.0,376.0,133.0,307.0,353.0,116.0,111.0,15.0,1.0,43.0,43.0,6.0,33.0,39.0
-121.85826814134714,40.15472601502316,POINT (-121.85826814134714 40.15472601502316),147.0,122,36,7258.0,343.0,7.0,335.0,53.0,252.0,253.0,53.0,943.0,181.0,3.0,78.0,523.0,19.0,19.0,523.0
-121.41891719607001,37.34109111723432,POINT (-121.41891719607001 37.34109111723432),114.0,113,46,4275.0,249.0,5.0,243.0,63.0,168.0,172.0,54.0,442.0,76.0,1.0,81.0,223.0,5.0,7.0,215.0
-117.92198054623498,37.079500211375716,POINT (-117.92198054623498 37.079500211375716),110.0,116,33,8130.0,302.0,-48.0,350.0,16.0,176.0,228.0,4.0,149.0,23.0,5.0,49.0,69.0,18.0,23.0,64.0
-115.57106118429176,35.403484445218226,POINT (-115.57106118429176 35.403484445218226),158.0,127,35,8144.0,350.0,-9.0,360.0,272.0,228.0,272.0,49.0,275.0,40.0,4.0,43.0,119.0,20.0,119.0,71.0
-115.75617468239864,34.91465759610302,POINT (-115.75617468239864 34.91465759610302),206.0,130,35,8106.0,400.0,38.0,362.0,112.0,275.0,320.0,98.0,208.0,28.0,2.0,44.0,81.0,10.0,65.0,73.0
-123.05553528786243,41.95910542247002,POINT (-123.05553528786243 41.95910542247002),83.0,113,39,5974.0,255.0,-33.0,289.0,7.0,162.0,173.0,7.0,733.0,130.0,10.0,68.0,383.0,41.0,41.0,383.0
-117.27495665161938,36.638220776969874,POINT (-117.27495665161938 36.638220776969874),228.0,116,30,9058.0,430.0,52.0,377.0,123.0,306.0,355.0,107.0,80.0,12.0,2.0,47.0,35.0,8.0,18.0,33.0
-115.62023340689876,33.99428426082801,POINT (-115.62023340689876 33.99428426082801),221.0,132,38,7470.0,409.0,62.0,346.0,287.0,281.0,328.0,122.0,79.0,13.0,1.0,54.0,34.0,3.0,33.0,30.0
-117.73915790672713,35.752587230155854,POINT (-117.73915790672713 35.752587230155854),192.0,123,34,8091.0,387.0,32.0,354.0,98.0,259.0,308.0,87.0,106.0,21.0,1.0,71.0,61.0,5.0,16.0,50.0
-117.73832556262938,36.70528902721638,POINT (-117.73832556262938 36.70528902721638),213.0,116,31,8780.0,413.0,44.0,368.0,111.0,299.0,339.0,98.0,123.0,21.0,3.0,60.0,62.0,12.0,17.0,57.0
-114.39096167936609,34.19694575156104,POINT (-114.39096167936609 34.19694575156104),241.0,127,36,7966.0,427.0,73.0,354.0,352.0,311.0,352.0,135.0,113.0,19.0,1.0,55.0,47.0,4.0,47.0,41.0
-119.9675484036624,41.854414371112696,POINT (-119.9675484036624 41.854414371112696),79.0,112,32,7970.0,286.0,-64.0,350.0,-22.0,201.0,201.0,-22.0,484.0,63.0,12.0,41.0,187.0,43.0,43.0,187.0
-119.41662075276436,37.916685850341956,POINT (-119.41662075276436 37.916685850341956),43.0,121,37,6912.0,225.0,-99.0,325.0,-39.0,146.0,146.0,-43.0,726.0,128.0,11.0,70.0,368.0,38.0,38.0,366.0
-123.41475404496948,41.71539441313355,POINT (-123.41475404496948 41.71539441313355),107.0,106,39,5587.0,267.0,-2.0,269.0,37.0,180.0,191.0,37.0,1342.0,260.0,7.0,81.0,767.0,30.0,40.0,767.0
-119.06843836912877,37.85289073081018,POINT (-119.06843836912877 37.85289073081018),75.0,120,35,7426.0,263.0,-75.0,338.0,-18.0,184.0,186.0,-18.0,410.0,69.0,11.0,62.0,201.0,36.0,36.0,201.0
-114.7876910432755,32.98835147194583,POINT (-114.7876910432755 32.98835147194583),238.0,133,38,7317.0,420.0,78.0,342.0,337.0,297.0,341.0,141.0,81.0,13.0,0.0,56.0,34.0,1.0,34.0,29.0
-116.955067701063,34.35007248625191,POINT (-116.955067701063 34.35007248625191),128.0,132,40,6654.0,305.0,-19.0,325.0,40.0,178.0,224.0,40.0,423.0,80.0,1.0,83.0,239.0,11.0,28.0,239.0
-116.37312687913344,35.21892998171465,POINT (-116.37312687913344 35.21892998171465),205.0,129,35,8249.0,401.0,35.0,366.0,109.0,275.0,321.0,94.0,131.0,18.0,2.0,42.0,50.0,7.0,39.0,43.0
-121.426941187161,40.23467713101699,POINT (-121.426941187161 40.23467713101699),78.0,122,36,7044.0,271.0,-59.0,330.0,-11.0,181.0,181.0,-11.0,993.0,183.0,4.0,71.0,522.0,22.0,22.0,522.0
-121.04042093626674,40.71424459035153,POINT (-121.04042093626674 40.71424459035153),64.0,122,35,7374.0,262.0,-77.0,340.0,-29.0,174.0,174.0,-29.0,647.0,110.0,7.0,63.0,320.0,26.0,26.0,320.0
-117.60273211814722,36.648496104050764,POINT (-117.60273211814722 36.648496104050764),179.0,116,31,8582.0,376.0,13.0,362.0,80.0,263.0,302.0,66.0,151.0,24.0,3.0,53.0,72.0,16.0,26.0,62.0
-120.06570930020084,40.64016505679214,POINT (-120.06570930020084 40.64016505679214),94.0,118,32,8082.0,301.0,-58.0,359.0,-10.0,215.0,215.0,-10.0,203.0,26.0,6.0,39.0,78.0,18.0,18.0,78.0
-121.16246430518103,39.66089941807714,POINT (-121.16246430518103 39.66089941807714),107.0,123,37,6856.0,296.0,-30.0,326.0,18.0,206.0,206.0,18.0,1819.0,381.0,3.0,83.0,1062.0,18.0,18.0,1062.0
-117.92276148928201,35.92278986809737,POINT (-117.92276148928201 35.92278986809737),142.0,122,35,7743.0,331.0,-11.0,343.0,47.0,204.0,254.0,42.0,165.0,35.0,1.0,85.0,98.0,6.0,14.0,98.0
-119.98280119872504,40.889086038652714,POINT (-119.98280119872504 40.889086038652714),72.0,117,32,7979.0,277.0,-77.0,355.0,-16.0,192.0,192.0,-31.0,266.0,31.0,7.0,34.0,92.0,26.0,26.0,91.0
-119.43421929241342,37.51711157295961,POINT (-119.43421929241342 37.51711157295961),52.0,122,38,6554.0,230.0,-85.0,315.0,-28.0,149.0,149.0,-29.0,1075.0,230.0,4.0,86.0,633.0,17.0,17.0,632.0
-116.54928760562038,33.679225893633436,POINT (-116.54928760562038 33.679225893633436),134.0,132,42,6136.0,304.0,-5.0,310.0,56.0,178.0,224.0,55.0,293.0,58.0,1.0,76.0,164.0,8.0,35.0,163.0
-120.10957063864463,41.69029643041308,POINT (-120.10957063864463 41.69029643041308),100.0,114,32,8090.0,309.0,-45.0,355.0,-1.0,224.0,224.0,-2.0,381.0,52.0,8.0,45.0,152.0,29.0,29.0,152.0
-121.2077370145082,39.98862289895063,POINT (-121.2077370145082 39.98862289895063),82.0,123,37,6992.0,274.0,-56.0,330.0,-7.0,184.0,184.0,-7.0,1269.0,259.0,3.0,81.0,732.0,17.0,17.0,732.0
-123.31303793095597,40.681829735183456,POINT (-123.31303793095597 40.681829735183456),92.0,112,40,5705.0,258.0,-21.0,279.0,20.0,167.0,176.0,20.0,1318.0,248.0,4.0,82.0,737.0,24.0,29.0,737.0
-117.13999803661964,36.11126817350422,POINT (-117.13999803661964 36.11126817350422),140.0,119,33,8164.0,331.0,-22.0,354.0,54.0,209.0,256.0,31.0,138.0,23.0,2.0,58.0,68.0,11.0,32.0,53.0
-119.5531458521335,38.45752693735979,POINT (-119.5531458521335 38.45752693735979),30.0,121,36,7025.0,214.0,-116.0,330.0,-58.0,134.0,134.0,-58.0,569.0,101.0,12.0,62.0,281.0,39.0,39.0,281.0
-120.52569427950402,40.807793214525496,POINT (-120.52569427950402 40.807793214525496),80.0,120,34,7748.0,283.0,-66.0,350.0,-18.0,197.0,197.0,-18.0,286.0,38.0,6.0,42.0,113.0,20.0,20.0,113.0
-117.43475809772707,34.78817356319138,POINT (-117.43475809772707 34.78817356319138),177.0,130,38,7124.0,361.0,25.0,336.0,94.0,233.0,279.0,84.0,108.0,19.0,1.0,66.0,56.0,5.0,15.0,53.0
-116.64135049856972,34.54620296973741,POINT (-116.64135049856972 34.54620296973741),170.0,132,38,7307.0,357.0,13.0,344.0,73.0,228.0,274.0,73.0,194.0,31.0,1.0,58.0,90.0,6.0,40.0,90.0
-115.84578065079238,34.85789168044521,POINT (-115.84578065079238 34.85789168044521),213.0,130,35,8109.0,408.0,45.0,363.0,120.0,282.0,327.0,105.0,147.0,19.0,1.0,48.0,58.0,6.0,46.0,56.0
-122.79140396606444,41.279971255597246,POINT (-122.79140396606444 41.279971255597246),59.0,119,38,6415.0,242.0,-67.0,309.0,-21.0,151.0,155.0,-21.0,891.0,155.0,10.0,68.0,458.0,44.0,44.0,458.0
-121.56446755407144,41.851323037876064,POINT (-121.56446755407144 41.851323037876064),93.0,118,35,7347.0,295.0,-41.0,336.0,11.0,206.0,206.0,1.0,341.0,48.0,7.0,44.0,140.0,30.0,30.0,133.0
-121.58781750414207,41.599980689607406,POINT (-121.58781750414207 41.599980689607406),46.0,120,36,7076.0,243.0,-87.0,330.0,-31.0,154.0,154.0,-42.0,532.0,77.0,8.0,51.0,221.0,38.0,38.0,219.0
-116.70733742193865,33.80236064127392,POINT (-116.70733742193865 33.80236064127392),48.0,132,43,5837.0,214.0,-86.0,301.0,-18.0,90.0,134.0,-26.0,516.0,94.0,2.0,74.0,276.0,18.0,55.0,265.0
-121.74156478690546,39.896765699063224,POINT (-121.74156478690546 39.896765699063224),142.0,122,37,7035.0,334.0,4.0,329.0,50.0,243.0,243.0,50.0,1292.0,279.0,2.0,85.0,782.0,14.0,14.0,782.0
-116.31511083017081,36.04484320601836,POINT (-116.31511083017081 36.04484320601836),213.0,122,32,8834.0,413.0,35.0,377.0,110.0,290.0,336.0,93.0,111.0,20.0,1.0,62.0,59.0,7.0,22.0,53.0
-116.08850036133113,32.71647867428011,POINT (-116.08850036133113 32.71647867428011),197.0,134,43,5953.0,365.0,59.0,305.0,120.0,237.0,284.0,120.0,168.0,34.0,1.0,70.0,92.0,5.0,28.0,92.0
-117.0734645219463,34.28669319269432,POINT (-117.0734645219463 34.28669319269432),107.0,132,41,6361.0,280.0,-35.0,315.0,33.0,188.0,199.0,24.0,618.0,110.0,3.0,79.0,329.0,22.0,33.0,306.0
-115.66967458117888,35.32128782220328,POINT (-115.66967458117888 35.32128782220328),164.0,128,35,8132.0,358.0,-3.0,361.0,279.0,234.0,279.0,55.0,258.0,39.0,4.0,45.0,114.0,17.0,114.0,74.0
-116.16215199149394,34.18366896482592,POINT (-116.16215199149394 34.18366896482592),198.0,133,38,7320.0,384.0,40.0,344.0,101.0,255.0,302.0,101.0,87.0,13.0,0.0,53.0,38.0,2.0,26.0,38.0
-118.47375016808209,37.497164939968535,POINT (-118.47375016808209 37.497164939968535),128.0,118,33,8087.0,322.0,-29.0,352.0,24.0,192.0,247.0,24.0,270.0,42.0,9.0,51.0,125.0,34.0,38.0,125.0
-115.5193961174043,34.085228011946874,POINT (-115.5193961174043 34.085228011946874),206.0,132,38,7503.0,393.0,47.0,346.0,123.0,267.0,313.0,106.0,116.0,17.0,1.0,51.0,46.0,4.0,42.0,46.0
-116.5555328768104,32.89809712913906,POINT (-116.5555328768104 32.89809712913906),126.0,125,45,5195.0,277.0,1.0,276.0,80.0,189.0,203.0,60.0,613.0,115.0,4.0,81.0,337.0,22.0,39.0,309.0
-123.73396511726962,39.85807721797204,POINT (-123.73396511726962 39.85807721797204),129.0,87,40,4361.0,254.0,39.0,214.0,73.0,185.0,193.0,73.0,1484.0,298.0,2.0,85.0,860.0,15.0,26.0,860.0
-116.63338984811855,34.59172875818265,POINT (-116.63338984811855 34.59172875818265),164.0,132,38,7321.0,351.0,7.0,344.0,67.0,223.0,269.0,67.0,186.0,29.0,1.0,56.0,84.0,6.0,38.0,84.0
-120.1319211035169,40.772308261674326,POINT (-120.1319211035169 40.772308261674326),74.0,118,33,7899.0,278.0,-74.0,353.0,-27.0,193.0,193.0,-27.0,246.0,33.0,6.0,42.0,100.0,20.0,20.0,100.0
-120.99132376551141,40.45836946707654,POINT (-120.99132376551141 40.45836946707654),77.0,122,35,7399.0,275.0,-66.0,341.0,-17.0,187.0,187.0,-17.0,633.0,115.0,5.0,72.0,331.0,17.0,17.0,331.0
-122.33650154983896,37.19083975573037,POINT (-122.33650154983896 37.19083975573037),135.0,56,46,2149.0,199.0,78.0,121.0,104.0,162.0,163.0,104.0,827.0,169.0,3.0,87.0,477.0,12.0,19.0,477.0
-120.16858791245579,40.9442284563203,POINT (-120.16858791245579 40.9442284563203),84.0,118,33,7968.0,290.0,-64.0,355.0,-16.0,204.0,204.0,-17.0,298.0,37.0,7.0,38.0,110.0,28.0,28.0,110.0
-119.57932959882726,37.92627577088631,POINT (-119.57932959882726 37.92627577088631),85.0,121,37,6928.0,267.0,-57.0,325.0,-1.0,188.0,188.0,-1.0,698.0,127.0,7.0,72.0,363.0,26.0,26.0,363.0
-123.2698212945533,40.211951271562604,POINT (-123.2698212945533 40.211951271562604),96.0,112,40,5641.0,260.0,-18.0,278.0,23.0,170.0,178.0,23.0,1349.0,257.0,2.0,85.0,767.0,18.0,27.0,767.0
-114.85074096709803,34.63291654282036,POINT (-114.85074096709803 34.63291654282036),210.0,128,35,8003.0,398.0,43.0,355.0,124.0,279.0,322.0,103.0,146.0,20.0,1.0,50.0,58.0,5.0,49.0,51.0
-119.9832642149261,41.545399244325246,POINT (-119.9832642149261 41.545399244325246),88.0,114,32,8082.0,296.0,-58.0,355.0,-14.0,211.0,211.0,-15.0,484.0,64.0,11.0,43.0,189.0,40.0,40.0,189.0
-122.12408671267073,41.517385912911436,POINT (-122.12408671267073 41.517385912911436),47.0,121,37,6908.0,241.0,-85.0,327.0,-39.0,151.0,151.0,-39.0,960.0,171.0,8.0,72.0,504.0,34.0,34.0,504.0
-114.65272313707989,34.44281436484658,POINT (-114.65272313707989 34.44281436484658),234.0,127,35,8032.0,421.0,65.0,356.0,140.0,303.0,345.0,126.0,99.0,14.0,1.0,52.0,40.0,4.0,33.0,37.0
-121.58925364619073,41.78834898733831,POINT (-121.58925364619073 41.78834898733831),90.0,119,35,7336.0,291.0,-45.0,336.0,8.0,202.0,202.0,-1.0,317.0,42.0,6.0,41.0,123.0,29.0,29.0,117.0
-118.74281744642394,36.25985164900448,POINT (-118.74281744642394 36.25985164900448),118.0,123,38,6994.0,300.0,-23.0,323.0,40.0,221.0,221.0,30.0,705.0,127.0,2.0,84.0,377.0,8.0,8.0,361.0
-117.0724803966285,34.27019074589294,POINT (-117.0724803966285 34.27019074589294),107.0,132,41,6361.0,280.0,-35.0,315.0,33.0,188.0,199.0,24.0,618.0,110.0,3.0,79.0,329.0,22.0,33.0,306.0
-123.43387675491583,38.87150867057269,POINT (-123.43387675491583 38.87150867057269),122.0,64,41,3128.0,208.0,53.0,154.0,80.0,160.0,166.0,80.0,1222.0,255.0,2.0,89.0,740.0,13.0,19.0,740.0
-123.32456810378498,40.83414714618136,POINT (-123.32456810378498 40.83414714618136),85.0,112,40,5702.0,250.0,-28.0,279.0,12.0,160.0,169.0,12.0,1416.0,277.0,4.0,86.0,825.0,26.0,33.0,825.0
-120.48432603871775,34.618511141926334,POINT (-120.48432603871775 34.618511141926334),149.0,68,45,2750.0,230.0,80.0,149.0,116.0,180.0,188.0,114.0,434.0,88.0,0.0,92.0,255.0,1.0,2.0,243.0
-122.46680706076704,41.286695088226274,POINT (-122.46680706076704 41.286695088226274),50.0,121,37,6676.0,239.0,-80.0,319.0,-34.0,148.0,150.0,-34.0,1391.0,279.0,8.0,83.0,802.0,36.0,36.0,802.0
-117.0136507559192,36.196924326791766,POINT (-117.0136507559192 36.196924326791766),157.0,119,33,8355.0,350.0,-8.0,359.0,59.0,228.0,275.0,45.0,82.0,14.0,1.0,60.0,42.0,6.0,17.0,37.0
-116.33619858969614,35.80877302122744,POINT (-116.33619858969614 35.80877302122744),208.0,124,33,8656.0,407.0,33.0,374.0,112.0,283.0,329.0,91.0,132.0,22.0,1.0,58.0,65.0,9.0,32.0,53.0
-115.4136545028139,33.63045285023452,POINT (-115.4136545028139 33.63045285023452),202.0,133,39,7191.0,386.0,47.0,338.0,107.0,259.0,305.0,107.0,92.0,14.0,1.0,58.0,42.0,3.0,29.0,42.0
-116.73323659561996,35.5309715613934,POINT (-116.73323659561996 35.5309715613934),177.0,125,34,8175.0,372.0,11.0,361.0,82.0,246.0,292.0,67.0,129.0,24.0,1.0,67.0,70.0,6.0,31.0,58.0
-118.51429646539235,36.52212388565992,POINT (-118.51429646539235 36.52212388565992),19.0,119,37,6798.0,195.0,-119.0,315.0,-61.0,119.0,119.0,-66.0,671.0,129.0,4.0,81.0,371.0,16.0,16.0,359.0
-121.13044003856264,41.16815888850792,POINT (-121.13044003856264 41.16815888850792),102.0,120,34,7663.0,306.0,-40.0,347.0,5.0,219.0,219.0,5.0,413.0,65.0,4.0,58.0,193.0,18.0,18.0,193.0
-121.85278870671488,40.92432068327706,POINT (-121.85278870671488 40.92432068327706),100.0,122,35,7379.0,299.0,-40.0,340.0,6.0,210.0,210.0,6.0,1383.0,224.0,6.0,69.0,661.0,40.0,40.0,661.0
-123.70156342846484,41.88344062470802,POINT (-123.70156342846484 41.88344062470802),72.0,94,40,4810.0,211.0,-22.0,234.0,12.0,134.0,144.0,12.0,1979.0,360.0,8.0,77.0,1067.0,42.0,56.0,1067.0
-118.6643119267364,37.007972956720145,POINT (-118.6643119267364 37.007972956720145),48.0,118,36,7110.0,229.0,-94.0,323.0,-33.0,146.0,153.0,-41.0,490.0,96.0,7.0,76.0,275.0,24.0,25.0,260.0
-116.10332308529924,35.97273496582921,POINT (-116.10332308529924 35.97273496582921),188.0,124,33,8639.0,386.0,13.0,373.0,88.0,263.0,308.0,71.0,219.0,37.0,2.0,52.0,106.0,15.0,53.0,81.0
-116.6402063822552,33.25132734935732,POINT (-116.6402063822552 33.25132734935732),154.0,128,44,5569.0,312.0,23.0,289.0,106.0,190.0,236.0,83.0,469.0,85.0,2.0,77.0,252.0,18.0,39.0,230.0
-120.35793814101136,41.611632035359484,POINT (-120.35793814101136 41.611632035359484),82.0,115,33,7837.0,288.0,-59.0,348.0,-4.0,202.0,202.0,-16.0,519.0,68.0,11.0,43.0,198.0,39.0,39.0,195.0
-120.8733801418147,41.20034978083297,POINT (-120.8733801418147 41.20034978083297),91.0,120,34,7701.0,295.0,-52.0,347.0,-6.0,208.0,208.0,-6.0,426.0,53.0,7.0,43.0,159.0,30.0,30.0,159.0
-123.36956238940682,40.10808310440519,POINT (-123.36956238940682 40.10808310440519),114.0,109,40,5482.0,273.0,3.0,270.0,44.0,186.0,194.0,44.0,1267.0,251.0,2.0,84.0,732.0,15.0,21.0,732.0
-118.715287386797,36.40562140921282,POINT (-118.715287386797 36.40562140921282),78.0,122,38,6838.0,257.0,-61.0,318.0,-6.0,178.0,178.0,-8.0,955.0,183.0,3.0,85.0,534.0,10.0,10.0,532.0
-114.40085746296806,34.09014303726144,POINT (-114.40085746296806 34.09014303726144),251.0,128,36,7982.0,436.0,82.0,355.0,280.0,320.0,361.0,144.0,102.0,16.0,1.0,54.0,41.0,3.0,40.0,39.0
-121.35595070465091,40.55182992332582,POINT (-121.35595070465091 40.55182992332582),48.0,122,36,7072.0,241.0,-90.0,331.0,-41.0,153.0,153.0,-41.0,1004.0,172.0,7.0,68.0,498.0,32.0,32.0,498.0
-123.1299170436599,38.91865322932779,POINT (-123.1299170436599 38.91865322932779),124.0,87,41,4163.0,243.0,32.0,210.0,68.0,178.0,182.0,68.0,1145.0,263.0,1.0,92.0,743.0,11.0,11.0,743.0
-120.53459793704967,40.40543638956725,POINT (-120.53459793704967 40.40543638956725),110.0,122,34,7861.0,314.0,-40.0,355.0,8.0,227.0,227.0,8.0,306.0,54.0,5.0,61.0,158.0,16.0,16.0,158.0
-120.45707614655025,41.35083957728251,POINT (-120.45707614655025 41.35083957728251),93.0,117,33,7904.0,299.0,-51.0,351.0,5.0,213.0,213.0,-7.0,419.0,51.0,8.0,41.0,151.0,33.0,33.0,149.0
-120.98099095997108,40.090056911517934,POINT (-120.98099095997108 40.090056911517934),92.0,123,36,7278.0,288.0,-50.0,339.0,-1.0,199.0,199.0,-1.0,1103.0,220.0,4.0,81.0,626.0,19.0,19.0,626.0
-122.9916079158962,38.03454730502474,POINT (-122.9916079158962 38.03454730502474),142.0,61,43,2681.0,218.0,77.0,140.0,104.0,172.0,177.0,104.0,1012.0,223.0,1.0,91.0,626.0,9.0,10.0,626.0
-121.12774874502767,40.98026027101005,POINT (-121.12774874502767 40.98026027101005),95.0,121,35,7594.0,297.0,-48.0,345.0,-1.0,209.0,209.0,-1.0,508.0,71.0,6.0,51.0,211.0,26.0,26.0,211.0
-115.31488922903802,34.62525400574752,POINT (-115.31488922903802 34.62525400574752),222.0,129,35,8047.0,413.0,54.0,359.0,191.0,290.0,335.0,114.0,167.0,23.0,2.0,47.0,65.0,8.0,60.0,55.0
-118.73657937094144,37.76751731918332,POINT (-118.73657937094144 37.76751731918332),47.0,119,35,7512.0,234.0,-105.0,339.0,-48.0,121.0,158.0,-48.0,504.0,83.0,14.0,58.0,245.0,55.0,60.0,245.0
-119.57519586358896,38.32953323230321,POINT (-119.57519586358896 38.32953323230321),53.0,121,36,7068.0,237.0,-93.0,330.0,-36.0,157.0,157.0,-36.0,536.0,105.0,8.0,73.0,295.0,27.0,27.0,295.0
-118.1817714546185,37.11997081093136,POINT (-118.1817714546185 37.11997081093136),123.0,116,33,8069.0,314.0,-33.0,348.0,30.0,190.0,240.0,19.0,283.0,47.0,9.0,55.0,138.0,34.0,37.0,131.0
-121.66957372968187,40.62860390993872,POINT (-121.66957372968187 40.62860390993872),69.0,122,36,7138.0,264.0,-68.0,333.0,-21.0,175.0,175.0,-21.0,1281.0,212.0,7.0,68.0,625.0,42.0,42.0,625.0
-117.88349344229668,36.36262867542269,POINT (-117.88349344229668 36.36262867542269),160.0,118,33,8118.0,352.0,1.0,350.0,65.0,225.0,277.0,54.0,194.0,36.0,2.0,73.0,109.0,13.0,19.0,98.0
-117.80120408385311,34.293655933279524,POINT (-117.80120408385311 34.293655933279524),93.0,126,43,5798.0,254.0,-38.0,292.0,26.0,168.0,178.0,19.0,573.0,118.0,3.0,87.0,347.0,9.0,14.0,293.0
-121.37435315837783,41.8290098457674,POINT (-121.37435315837783 41.8290098457674),99.0,118,34,7470.0,302.0,-36.0,339.0,16.0,214.0,214.0,5.0,319.0,39.0,7.0,37.0,115.0,31.0,31.0,109.0
-120.06919373477048,33.9534078694893,POINT (-120.06919373477048 33.9534078694893),149.0,41,42,2000.0,203.0,106.0,97.0,126.0,169.0,178.0,126.0,444.0,105.0,0.0,99.0,289.0,1.0,12.0,288.0
-117.81866378872043,34.35267902245596,POINT (-117.81866378872043 34.35267902245596),72.0,126,43,5802.0,234.0,-59.0,293.0,5.0,147.0,157.0,-1.0,582.0,116.0,2.0,87.0,344.0,8.0,14.0,319.0
-120.64670768739434,40.498538256087095,POINT (-120.64670768739434 40.498538256087095),75.0,122,35,7559.0,275.0,-71.0,346.0,-21.0,187.0,187.0,-21.0,497.0,89.0,7.0,65.0,258.0,22.0,22.0,258.0
-117.48046757305303,37.05165549849336,POINT (-117.48046757305303 37.05165549849336),190.0,116,31,8920.0,392.0,18.0,374.0,87.0,266.0,317.0,72.0,94.0,11.0,3.0,30.0,34.0,13.0,24.0,31.0
-116.34535895747355,34.839414629978165,POINT (-116.34535895747355 34.839414629978165),176.0,131,36,7759.0,367.0,12.0,355.0,84.0,240.0,286.0,72.0,154.0,18.0,2.0,43.0,56.0,7.0,49.0,54.0
-123.63264766826155,41.726744534858426,POINT (-123.63264766826155 41.726744534858426),73.0,97,40,4931.0,216.0,-24.0,240.0,12.0,137.0,147.0,12.0,1783.0,350.0,6.0,82.0,1029.0,33.0,44.0,1029.0
-122.19676830827308,40.65150136128774,POINT (-122.19676830827308 40.65150136128774),163.0,122,35,7543.0,365.0,20.0,344.0,66.0,272.0,275.0,66.0,1297.0,237.0,4.0,75.0,687.0,32.0,32.0,687.0
-116.05697388913231,34.2172890828566,POINT (-116.05697388913231 34.2172890828566),207.0,133,38,7451.0,395.0,47.0,347.0,108.0,266.0,313.0,108.0,79.0,11.0,0.0,53.0,33.0,1.0,28.0,33.0
-117.52754733020278,34.670106240705096,POINT (-117.52754733020278 34.670106240705096),162.0,130,39,6875.0,342.0,13.0,328.0,82.0,215.0,261.0,72.0,158.0,29.0,1.0,69.0,84.0,7.0,19.0,78.0
-120.92828683259494,39.63309132883594,POINT (-120.92828683259494 39.63309132883594),95.0,123,37,6935.0,285.0,-43.0,329.0,5.0,196.0,196.0,5.0,1698.0,356.0,4.0,82.0,985.0,21.0,21.0,985.0
-119.83921044842478,38.63294564458512,POINT (-119.83921044842478 38.63294564458512),58.0,122,36,7001.0,243.0,-87.0,331.0,-30.0,161.0,161.0,-30.0,774.0,153.0,9.0,76.0,424.0,30.0,30.0,424.0
-123.95083503868693,40.68381472593923,POINT (-123.95083503868693 40.68381472593923),108.0,80,41,4023.0,223.0,27.0,195.0,59.0,165.0,168.0,58.0,1401.0,269.0,3.0,81.0,759.0,23.0,23.0,759.0
-119.24050597620585,38.09460910055498,POINT (-119.24050597620585 38.09460910055498),51.0,121,35,7288.0,237.0,-98.0,335.0,-41.0,159.0,159.0,-41.0,376.0,65.0,11.0,62.0,186.0,35.0,35.0,186.0
-117.08894154695403,36.21060266444506,POINT (-117.08894154695403 36.21060266444506),100.0,118,34,7945.0,288.0,-59.0,347.0,21.0,167.0,213.0,-5.0,140.0,22.0,2.0,55.0,67.0,12.0,30.0,53.0
-122.36586994495548,40.549529421879726,POINT (-122.36586994495548 40.549529421879726),166.0,122,35,7401.0,365.0,25.0,339.0,71.0,276.0,276.0,71.0,1140.0,220.0,3.0,78.0,631.0,26.0,26.0,631.0
-120.98987147856845,41.757569711283445,POINT (-120.98987147856845 41.757569711283445),89.0,117,34,7559.0,293.0,-47.0,340.0,5.0,206.0,206.0,-4.0,388.0,46.0,9.0,37.0,135.0,34.0,34.0,126.0
-123.92631823337088,40.2674739805521,POINT (-123.92631823337088 40.2674739805521),115.0,79,41,3950.0,227.0,34.0,192.0,65.0,165.0,173.0,65.0,1939.0,385.0,2.0,85.0,1137.0,19.0,31.0,1137.0
-121.8894331797134,36.448098434917235,POINT (-121.8894331797134 36.448098434917235),126.0,71,48,2549.0,206.0,56.0,149.0,91.0,160.0,160.0,90.0,861.0,178.0,2.0,89.0,492.0,8.0,8.0,492.0
