Species,Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
221,-121.6775666,36.7245988,153,91,47,3271,256,65,191,106,191,196,106,390,82,1,89,227,5,5,227
221,-120.1090859,37.05597193,187,127,41,6140,362,52,310,110,275,276,107,332,61,0,83,178,2,2,178
221,-121.7435734,36.70819335,152,87,47,3128,251,68,183,107,189,194,107,372,79,1,89,221,4,5,221
221,-121.6128909,36.73178157,153,97,47,3511,264,59,205,107,195,200,103,383,80,1,90,223,4,5,222
221,-121.3338468,36.78811855,150,112,46,4171,282,41,241,91,203,206,91,334,72,1,90,199,3,3,199
221,-121.5544709,36.73673246,144,100,47,3622,260,48,211,102,188,193,93,438,89,1,89,251,4,5,248
221,-120.3566576,36.98888767,184,129,42,5862,356,51,305,107,261,267,106,260,47,0,84,139,1,1,139
221,-120.6863312,36.90431979,176,129,43,5444,341,47,294,114,247,252,102,225,44,0,84,124,1,2,123
221,-121.7026445,36.67075853,153,91,47,3252,256,66,190,107,191,196,107,368,78,1,89,216,4,5,216
221,-121.6041066,36.68452693,154,97,47,3495,265,61,204,105,196,201,104,369,78,1,90,215,4,5,215
221,-121.8240584,36.63212743,147,80,48,2861,236,69,167,106,184,185,106,487,97,1,87,273,5,5,273
221,-120.925732,36.81815638,134,126,45,4955,289,11,277,70,198,202,66,281,58,1,86,162,3,3,161
221,-121.8845695,36.59542082,145,73,48,2589,226,74,151,108,178,180,108,521,110,1,89,310,5,5,310
221,-120.0789376,36.97084565,187,128,41,6158,363,52,311,114,276,276,107,312,57,0,83,168,2,2,167
221,-121.6627356,36.63309471,154,93,47,3357,261,64,196,106,194,199,106,354,75,1,89,207,4,5,207
221,-121.9412812,36.56896726,143,69,48,2468,220,75,144,108,176,176,108,633,132,1,89,367,6,6,367
221,-121.5434319,36.65164194,156,100,47,3598,270,60,210,105,199,204,104,364,76,1,89,211,4,5,211
221,-121.6051045,36.63708186,155,97,47,3479,266,62,203,105,196,202,105,354,75,1,89,208,4,5,208
221,-120.7297603,36.82262078,172,129,44,5357,334,43,291,98,241,246,98,209,43,0,87,123,1,2,123
221,-121.3525593,36.68775941,131,112,47,4123,262,23,239,73,183,186,73,343,73,1,91,206,3,3,206
221,-121.7142274,36.60458056,144,87,48,3093,242,61,181,100,181,186,100,420,90,1,89,252,4,5,252
221,-121.8035373,36.57882796,139,79,48,2829,228,62,165,99,177,177,99,555,115,1,88,321,5,5,321
221,-121.8694545,36.53564574,141,75,48,2689,225,67,157,102,175,176,102,567,117,1,87,326,5,5,326
221,-121.5003487,36.61463495,156,102,47,3701,273,57,216,103,200,205,103,390,82,1,89,225,4,5,225
221,-121.560694,36.60038134,156,99,47,3585,270,60,209,105,199,204,105,362,77,1,89,212,4,5,212
221,-121.6227374,36.58599879,155,96,47,3464,265,62,202,105,196,201,105,355,75,1,89,208,3,4,208
221,-120.5668737,36.80297135,178,130,43,5585,345,46,299,102,250,256,102,224,43,0,83,123,1,2,123
221,-119.885641,36.93073183,189,128,40,6311,366,52,315,117,281,281,107,337,63,0,83,181,1,1,180
221,-121.8041822,36.5197527,141,79,48,2813,229,64,164,101,176,178,101,527,111,1,89,308,5,5,308
221,-121.4686387,36.57487211,156,105,47,3802,277,55,221,103,203,207,102,397,84,1,89,231,3,4,231
221,-121.6839082,36.52703012,133,89,47,3187,234,47,187,88,175,175,88,539,111,1,88,307,5,5,307
221,-121.5426565,36.55764808,152,99,47,3571,266,57,208,102,199,200,102,370,80,1,90,223,3,3,223
221,-119.7588262,36.91844249,190,127,40,6439,369,51,317,112,284,284,107,375,73,0,86,208,1,1,208
221,-121.4279193,36.53734113,158,107,47,3900,282,55,227,105,207,210,103,394,82,1,89,226,3,4,226
221,-121.4862601,36.52354909,158,104,47,3790,278,57,221,104,209,209,104,371,79,1,89,219,3,3,219
221,-121.7149575,36.47241028,139,86,48,3050,236,57,178,96,177,180,96,498,108,1,90,300,4,4,300
221,-120.5136039,36.72240647,178,131,43,5614,346,45,300,102,250,256,102,219,43,0,85,124,1,2,124
221,-120.2488795,36.77197906,185,131,42,5947,359,50,309,106,270,270,106,229,42,0,83,123,0,0,123
221,-119.9131089,36.83421795,189,129,40,6287,367,52,315,116,280,280,108,299,56,0,84,161,0,0,160
221,-119.7731486,36.85227519,190,128,40,6409,369,52,317,118,283,283,107,341,63,0,83,184,1,1,182
221,-121.412817,36.49369128,158,109,47,3991,285,53,232,104,208,212,101,407,85,1,89,234,3,4,234
221,-121.4679574,36.48087368,155,104,47,3774,275,54,220,101,205,205,101,375,81,1,92,229,3,3,229
221,-120.4695899,36.66926451,178,131,43,5654,347,45,302,102,252,258,102,215,43,0,86,124,1,2,124
221,-119.8897515,36.78725404,189,129,41,6265,367,52,315,118,280,280,108,269,50,0,84,146,0,0,144
221,-120.0857353,36.74375916,187,131,42,6057,362,50,311,107,274,274,107,229,42,0,83,123,0,0,123
221,-121.6626125,36.4088754,129,91,47,3267,233,42,191,83,171,173,83,571,120,1,89,334,4,4,334
221,-119.7430782,36.81135059,191,128,40,6438,370,52,318,118,285,285,108,329,62,0,83,178,0,0,177
221,-121.3523797,36.46070628,156,111,47,4092,286,49,237,106,208,212,99,414,86,1,90,240,3,4,236
221,-121.4272892,36.4433404,152,106,47,3866,275,49,225,97,204,204,97,398,86,1,92,243,3,3,243
221,-120.2733455,36.68695708,184,132,42,5888,357,49,308,106,268,268,106,210,40,0,84,115,0,0,115
221,-120.3354381,36.6544728,182,132,43,5789,354,47,306,105,264,264,105,204,40,0,86,115,0,0,115
221,-120.5507168,36.59750517,171,131,44,5516,338,39,298,96,242,248,96,224,46,0,86,133,1,2,133
221,-120.1487024,36.67635991,186,131,42,6010,361,50,311,107,272,272,107,218,40,0,83,117,0,0,117
221,-119.7132474,36.76346786,191,129,40,6423,370,52,318,118,285,285,108,309,58,0,84,169,0,0,167
221,-121.3302593,36.41885547,159,113,46,4176,291,49,241,108,213,215,100,402,83,1,89,231,3,4,227
221,-121.2636355,36.39912084,161,115,46,4256,296,50,245,107,218,219,101,376,76,1,89,214,3,3,212
221,-120.4823098,36.56027475,175,132,43,5614,344,42,301,99,248,254,99,210,43,0,86,125,1,2,125
221,-121.3219851,36.37345106,159,112,47,4139,290,50,239,101,212,215,101,377,81,1,91,228,3,3,228
221,-119.9664831,36.65525914,188,131,41,6157,365,51,314,119,277,277,108,223,42,0,84,121,0,0,119
221,-120.323191,36.55929317,182,132,43,5811,354,46,307,104,264,264,104,205,40,0,84,116,0,0,116
221,-119.6052871,36.70197906,192,128,40,6520,373,53,320,119,288,288,109,319,61,0,84,174,0,0,172
221,-119.7273655,36.67495976,191,129,40,6400,370,52,318,119,284,284,109,281,52,0,84,152,0,0,149
221,-121.2567943,36.35368833,161,114,46,4236,295,51,244,101,218,219,101,373,77,1,89,215,3,3,215
221,-120.1111749,36.58972055,187,132,42,6031,362,50,312,109,273,273,107,206,39,0,83,111,0,0,111
221,-121.325197,36.32583503,156,112,47,4113,286,48,238,98,207,212,98,367,80,1,93,228,3,3,228
221,-120.2857687,36.51583216,182,133,43,5843,354,46,308,104,265,265,104,204,41,0,86,117,0,0,117
221,-121.2063606,36.31767038,162,117,46,4390,300,48,252,103,218,222,100,368,76,1,89,211,3,3,210
221,-120.0076525,36.56278668,188,132,42,6103,364,50,314,119,275,275,108,207,39,0,83,112,0,0,110
221,-119.6192334,36.64089006,193,129,40,6507,373,53,320,119,288,288,109,305,58,0,84,166,0,0,164
221,-121.2690721,36.29162916,159,114,46,4210,293,50,243,100,213,217,100,375,78,1,90,221,3,3,221
221,-119.8060615,36.58858392,190,130,41,6301,368,52,317,119,282,282,109,240,45,0,83,131,0,0,127
221,-121.1581032,36.28172691,162,118,46,4449,302,47,254,105,219,223,100,373,77,1,89,214,3,3,212
221,-121.672582,36.16544706,152,85,48,3040,248,70,177,112,194,194,110,740,163,1,94,449,5,5,448
221,-120.0708617,36.50282437,187,132,42,6053,362,49,313,119,274,274,107,200,39,0,83,109,0,0,108
221,-119.5206483,36.60897728,193,128,39,6579,374,53,321,118,290,290,109,317,62,0,85,174,0,0,173
221,-120.1940042,36.44816575,183,133,42,5907,357,46,310,106,268,268,105,195,39,0,85,110,0,0,110
221,-119.4525474,36.59246665,195,128,39,6667,376,54,322,110,292,292,110,345,68,0,85,189,0,0,189
221,-121.1338668,36.24032574,162,118,46,4419,301,48,253,101,217,223,101,350,75,1,91,209,3,3,209
221,-119.305788,36.6172023,195,126,39,6803,378,53,324,110,295,295,109,397,76,0,83,211,1,1,211
221,-119.9404119,36.47418753,189,132,41,6159,365,50,315,119,277,277,108,205,39,0,83,113,0,0,109
221,-120.2399864,36.38525031,182,133,43,5850,354,45,309,104,262,265,104,195,40,0,87,112,0,0,112
221,-121.1223925,36.195344,163,118,46,4468,303,48,255,100,218,224,100,348,74,0,91,208,2,2,208
221,-120.0544653,36.41517418,186,133,42,6019,360,47,313,117,271,272,106,193,39,0,84,109,0,0,106
221,-121.059155,36.20117548,162,120,46,4546,304,45,259,103,219,224,99,364,76,1,90,212,3,3,211
221,-119.9359259,36.40126505,188,132,42,6140,365,49,315,119,277,277,108,196,39,0,85,111,0,0,106
221,-120.1214338,36.3618455,184,133,42,5965,358,46,311,116,262,269,105,194,39,0,84,109,2,2,107
221,-121.0538,36.15044224,162,119,46,4509,303,46,257,99,218,224,99,357,76,1,91,214,3,3,214
221,-119.995347,36.35564836,187,133,42,6089,363,48,314,118,271,275,107,194,39,0,84,110,1,1,106
221,-119.8694103,36.36588265,190,132,41,6205,367,50,316,120,279,279,109,200,39,0,84,112,0,0,106
221,-119.7092481,36.39423492,192,131,41,6329,370,52,318,120,283,283,110,217,42,0,84,120,0,0,115
221,-120.1215689,36.30786074,183,133,42,5951,357,45,311,116,261,268,104,195,39,0,84,111,2,2,107
221,-119.436481,36.4443313,196,128,39,6617,377,55,322,119,293,293,111,287,57,0,85,157,0,0,157
221,-121.0080558,36.10588706,162,119,46,4547,305,46,258,100,219,225,100,343,73,1,91,205,3,3,205
221,-119.6385588,36.38667177,193,131,40,6404,372,52,319,120,286,286,110,232,45,0,85,128,0,0,124
221,-121.4599156,35.99320525,140,93,47,3375,246,50,196,98,181,185,92,697,146,1,93,416,4,4,411
221,-118.0863441,36.67225494,155,116,33,8105,347,-1,348,60,264,273,50,176,36,3,80,102,9,11,100
221,-120.9455331,36.09293509,158,122,46,4689,304,39,265,101,217,223,94,383,81,1,92,228,3,3,226
221,-119.5653409,36.37764384,194,130,40,6482,374,54,320,121,289,289,111,246,48,0,85,136,0,0,133
221,-120.078562,36.26995624,184,133,42,5979,358,45,312,116,262,269,105,193,39,0,84,111,2,2,107
221,-119.4040404,36.39474216,196,128,39,6647,377,55,322,118,294,294,111,292,57,0,84,158,0,0,157
221,-120.0130992,36.26238427,185,133,42,6023,360,46,313,117,264,271,106,191,39,0,84,111,2,2,105
221,-120.3416636,36.19332822,169,133,44,5596,336,34,302,105,241,248,94,236,51,1,93,146,3,3,143
221,-120.1346131,36.21025478,181,134,43,5874,353,43,309,114,257,264,102,200,41,0,86,117,2,2,113
221,-120.9275017,36.03632652,160,120,46,4606,304,43,260,97,218,224,97,347,75,1,92,213,3,3,213
221,-119.3089809,36.37031284,197,128,39,6723,379,55,323,119,296,296,111,313,61,0,84,169,0,0,168
221,-120.3488008,36.1378441,171,133,44,5581,338,36,301,100,243,250,96,227,48,1,89,134,3,3,134
221,-121.2139688,35.93434566,140,105,47,3885,262,38,224,86,187,193,86,508,115,0,97,330,2,2,330
221,-121.136328,35.9411706,149,109,46,4071,277,43,233,93,199,205,93,411,89,0,94,257,1,2,257
221,-120.8807538,35.99140986,162,120,46,4634,305,44,261,98,220,226,98,331,72,0,93,204,2,2,204
221,-119.4556877,36.28333678,196,129,40,6573,376,55,322,122,292,292,112,246,47,0,84,134,0,0,130
221,-119.8383992,36.16730629,189,133,42,6162,366,49,316,120,274,278,109,187,37,0,84,107,0,1,101
221,-119.2350568,36.26903368,198,127,39,6792,380,56,325,121,298,298,112,319,63,0,85,175,2,2,174
221,-119.3632411,36.21840754,197,129,39,6647,378,55,323,122,294,294,112,258,50,0,85,141,0,0,137
221,-120.9147114,35.89288317,155,118,46,4514,295,40,255,93,212,218,93,354,81,0,96,227,2,2,227
221,-120.0045655,36.0796138,183,134,42,5942,356,44,311,116,261,268,104,187,40,0,88,112,1,2,109
221,-119.5818202,36.138083,195,131,40,6425,374,54,320,122,288,288,112,203,39,0,84,113,0,0,107
221,-121.2764067,35.77693408,140,95,47,3485,249,48,200,92,182,188,92,559,120,0,97,352,1,2,352
221,-119.1504821,36.21069847,200,127,38,6878,383,56,326,119,301,301,112,334,65,0,84,180,2,2,180
221,-121.2801516,35.72473978,140,92,47,3397,246,51,195,97,183,187,93,624,132,1,94,383,3,3,381
221,-120.6468413,35.84186587,152,124,45,4896,302,29,273,96,215,221,86,358,74,1,92,217,3,3,206
221,-121.1740559,35.69813895,148,95,47,3507,257,56,201,102,190,197,100,529,115,0,97,334,2,2,334
221,-120.8836561,35.74336676,151,112,46,4248,282,42,240,93,204,210,93,431,85,0,89,247,2,2,247
221,-119.3579339,36.05956323,198,130,40,6609,378,56,322,123,294,295,114,226,44,0,83,124,0,0,118
221,-120.7137006,35.76666304,161,120,45,4661,304,42,260,99,219,226,97,365,76,1,90,212,3,3,212
221,-119.8678386,35.94281168,189,133,42,6071,363,49,314,120,268,276,109,174,34,0,84,101,1,2,93
221,-119.5695983,35.99270566,195,132,41,6380,373,54,319,123,288,288,113,182,35,0,83,103,0,0,95
221,-120.942113,35.68419381,148,108,46,4082,274,43,231,92,199,205,92,453,92,1,90,267,3,3,267
221,-120.6509439,35.72678233,161,121,45,4756,306,41,265,106,221,227,96,359,75,0,92,215,2,2,208
221,-120.8743537,35.67517852,142,112,46,4253,273,32,240,84,195,201,84,513,102,1,89,293,3,3,293
221,-121.1148843,35.61631812,158,95,47,3530,266,65,201,116,200,207,109,505,105,1,94,308,3,3,305
221,-120.5678741,35.69534458,160,122,45,4850,308,39,269,105,222,229,95,358,73,0,91,210,2,2,204
221,-120.6824698,35.65381198,159,117,46,4551,298,43,254,97,216,222,96,383,84,0,94,236,1,2,236
221,-121.0021991,35.5827105,156,97,47,3642,268,61,206,114,200,207,106,500,103,1,93,300,3,3,297
221,-120.6209574,35.65081828,159,120,45,4712,302,40,262,104,218,225,95,422,85,1,90,242,3,3,239
221,-120.4945414,35.67011904,156,125,45,4983,307,32,275,99,220,226,89,372,78,1,93,227,3,3,216
221,-121.0502189,35.54345272,158,95,47,3541,267,66,201,112,201,207,110,510,104,1,93,305,3,3,304
221,-120.7434841,35.60945909,151,114,46,4387,286,39,246,92,206,213,92,408,96,0,98,267,1,2,267
221,-120.8126818,35.59298377,143,110,46,4198,272,35,236,92,195,201,86,454,98,1,94,278,3,3,275
221,-120.6088291,35.60155459,157,118,45,4647,299,40,258,103,216,223,94,441,90,0,90,254,2,2,251
221,-120.6959181,35.57025485,157,114,46,4412,292,45,246,98,212,219,97,413,88,0,93,248,1,2,248
221,-120.7590695,35.55232197,151,110,46,4224,280,43,237,93,203,210,93,406,90,0,94,254,2,2,254
221,-120.5413417,35.58233637,155,120,45,4739,299,36,262,100,215,222,91,435,90,0,91,255,2,2,249
221,-119.8968457,35.71638876,183,133,43,5894,354,45,309,116,260,268,106,169,34,0,86,100,1,2,93
221,-120.8367933,35.51596181,143,104,46,3947,264,41,223,93,191,198,89,493,110,1,96,311,3,3,308
221,-120.8874829,35.49396116,158,99,46,3774,273,61,213,114,204,211,107,467,100,1,95,291,3,3,282
221,-120.0286895,35.66565211,174,132,43,5654,340,38,301,110,247,255,99,199,41,0,88,116,1,2,114
221,-119.4370795,35.78345615,197,131,41,6432,375,55,320,125,282,291,115,174,32,0,83,97,2,2,87
221,-120.9546233,35.45616815,163,96,46,3609,273,69,203,118,207,213,114,455,98,1,95,280,3,3,279
221,-120.6567717,35.51039114,154,114,46,4422,288,41,247,101,209,216,93,507,104,1,90,296,3,3,290
221,-120.582938,35.52305775,151,117,45,4587,291,35,255,89,209,216,89,515,107,0,91,304,2,2,304
221,-119.2807479,35.79025206,199,130,40,6606,379,56,322,124,290,296,115,201,37,0,81,108,2,2,100
221,-119.8682932,35.66499512,181,133,43,5878,351,43,308,114,258,266,104,169,34,0,87,101,1,2,93
221,-120.5177349,35.52525228,155,119,45,4674,296,37,259,95,214,221,92,447,94,0,91,263,1,2,262
221,-119.508747,35.71510351,196,132,41,6326,372,54,318,124,279,288,114,160,30,0,82,91,2,2,80
221,-120.8357726,35.43406137,159,99,46,3790,275,61,213,115,205,212,108,512,104,1,92,306,3,3,295
221,-120.6206953,35.46068387,148,114,46,4429,283,36,247,96,206,211,88,567,118,1,91,336,3,3,327
221,-120.5019261,35.47815698,152,117,45,4603,292,36,255,90,210,217,90,478,101,0,92,286,1,2,286
221,-119.7247307,35.63026278,188,133,42,6041,361,49,312,120,268,276,110,151,30,0,86,91,1,2,82
221,-120.8190987,35.3849335,160,99,46,3804,275,62,213,115,207,213,108,514,107,1,92,309,3,3,300
221,-120.5743846,35.41952796,148,114,46,4442,283,36,247,96,208,211,88,544,113,1,92,324,3,3,316
221,-120.8074332,35.31863662,163,95,46,3622,273,70,203,114,212,214,114,528,104,1,89,303,3,3,303
221,-120.5536872,35.3512937,150,110,46,4292,280,41,239,93,204,211,92,535,111,0,91,316,1,2,315
221,-120.6879587,35.31875634,160,102,46,3932,279,59,219,109,213,215,107,512,111,0,93,311,2,2,308
221,-119.3514711,35.59513019,197,131,40,6440,375,55,319,125,282,291,115,171,31,0,82,94,2,2,82
221,-119.2951705,35.60450958,198,131,40,6485,375,55,320,124,283,292,115,175,32,0,82,96,2,2,85
221,-120.7485075,35.28524864,159,97,46,3737,272,63,209,109,209,212,109,555,115,0,91,334,2,2,334
221,-120.5102087,35.3142402,145,110,46,4296,275,36,239,88,198,206,87,568,118,0,91,336,1,2,336
221,-120.6789783,35.26021486,164,99,46,3844,280,65,214,112,212,218,112,480,103,0,93,292,1,2,292
221,-120.7496758,35.23256563,153,95,46,3638,263,60,203,104,199,205,104,548,123,0,96,352,1,2,352
221,-120.3754067,35.30288935,149,115,45,4562,286,34,252,93,206,213,88,433,92,0,92,258,1,2,255
221,-120.5902305,35.24979001,164,102,46,3954,283,63,220,117,217,220,111,491,101,0,91,292,2,2,282
221,-120.7386635,35.18776963,161,92,46,3550,269,70,198,117,204,211,113,457,103,0,97,292,1,2,291
221,-120.6380107,35.20158729,162,97,46,3754,275,65,209,112,208,215,111,527,113,0,94,322,1,2,322
221,-120.5618085,35.20926798,155,104,46,4044,277,52,224,108,212,212,101,533,109,1,91,323,3,3,301
221,-120.4598931,35.202399,157,106,46,4150,281,52,229,107,209,216,102,462,97,0,93,277,1,2,273
221,-120.5310657,35.16785216,159,103,46,4054,280,56,224,111,209,216,104,472,100,0,93,290,1,2,276
221,-119.6886785,35.32981994,165,130,43,5734,330,30,299,99,239,248,90,165,33,0,86,99,1,2,88
221,-120.6340491,35.12782673,164,95,46,3674,275,70,204,119,209,216,115,478,103,0,95,295,1,2,290
221,-120.5728382,35.1223368,165,96,46,3768,278,69,209,122,211,219,115,459,89,0,90,268,1,2,252
221,-120.465109,35.12782705,157,103,46,4059,279,54,224,109,209,215,103,484,96,0,90,281,2,2,268
221,-119.6275446,35.28951253,164,129,43,5739,329,30,299,98,238,247,90,168,35,0,87,104,1,2,90
221,-119.5615894,35.30243037,179,130,42,5932,348,42,305,115,258,265,103,164,31,0,79,90,1,2,71
221,-120.6155425,35.07770395,166,91,46,3561,273,75,198,125,209,216,119,453,87,0,89,260,2,2,248
221,-120.5180957,35.08299648,163,96,46,3771,276,67,208,119,209,217,113,443,87,0,89,261,2,2,241
221,-119.4866507,35.28451111,177,129,42,5979,346,41,305,109,255,264,100,173,37,0,86,106,1,2,83
221,-120.3788644,35.09374289,157,105,46,4163,281,52,229,103,209,216,102,414,87,0,92,247,1,2,246
221,-120.6025567,35.0338876,166,89,46,3458,270,77,192,125,207,215,120,426,82,0,89,244,2,2,234
221,-120.4562697,35.05013908,154,101,46,3967,272,53,219,107,202,210,101,465,92,0,90,274,2,2,254
221,-120.517914,35.02674457,164,94,46,3671,275,71,203,122,209,217,116,403,82,0,91,244,1,2,224
221,-119.588959,35.20503364,158,128,43,5678,321,25,295,93,232,240,85,180,38,0,87,111,1,2,95
221,-120.2997417,35.05699735,159,107,45,4267,286,52,234,110,212,220,103,373,73,0,90,219,1,2,202
221,-119.4869726,35.22417621,183,129,42,5957,352,47,304,116,261,270,107,154,32,0,85,95,1,2,79
221,-120.5675647,34.99505894,166,88,46,3462,270,78,192,126,207,215,120,385,74,0,88,220,2,2,209
221,-120.6425152,34.96956421,164,84,46,3258,263,81,181,126,203,210,121,418,79,0,89,238,2,2,226
221,-120.4276716,35.0096451,164,98,46,3880,280,66,214,119,211,219,112,374,78,0,92,232,1,2,206
221,-120.5032039,34.9816331,166,91,46,3571,273,76,197,125,209,217,119,368,72,0,89,213,1,2,201
221,-120.5533393,34.95150771,165,86,46,3357,265,79,186,124,204,212,120,380,73,0,88,212,1,2,208
221,-118.9410902,35.28192457,204,129,40,6670,382,60,322,128,291,301,119,200,34,0,78,102,2,4,96
221,-119.5377816,35.15769164,169,128,42,5764,333,36,297,103,244,253,95,184,38,0,86,111,1,2,94
221,-119.1909467,35.21990035,200,129,41,6346,374,60,313,128,283,293,119,173,33,0,80,97,2,2,81
221,-120.4389853,34.96010587,167,96,46,3783,280,72,208,123,213,221,117,351,71,0,90,211,1,2,190
221,-120.4914948,34.93726749,166,91,46,3574,273,76,197,124,209,217,119,366,70,0,88,209,2,2,196
221,-119.4700162,35.1480016,178,128,42,5843,343,43,299,111,254,263,103,179,37,0,85,107,1,2,90
221,-120.3704531,34.95471322,166,98,46,3892,282,68,213,121,214,221,115,352,69,0,89,206,1,2,181
221,-120.5365278,34.90102107,162,85,46,3361,263,77,185,122,203,210,118,371,71,0,89,208,1,2,205
221,-120.4171543,34.91817322,166,93,46,3681,276,73,202,123,211,219,118,363,70,0,88,209,1,2,191
221,-120.476363,34.89390942,165,88,46,3469,269,77,191,124,206,214,119,360,67,0,87,201,1,2,192
221,-120.3464192,34.91324327,164,95,46,3791,277,69,208,120,210,218,114,386,71,0,87,213,1,2,199
221,-120.2925801,34.92243522,160,100,45,3989,279,60,218,114,209,217,108,375,76,0,91,226,1,2,200
221,-118.9944196,35.1741377,204,129,40,6540,380,62,318,129,289,299,121,197,34,0,78,102,2,4,96
221,-120.4011598,34.87305721,157,90,46,3580,264,67,196,115,200,208,110,431,81,0,88,242,2,2,224
221,-120.5372327,34.83596772,157,83,46,3255,255,75,179,119,196,204,115,367,75,0,92,221,1,2,204
221,-120.2973143,34.87348283,161,95,45,3795,274,66,207,117,207,215,111,400,75,0,88,222,1,2,213
221,-120.4190886,34.81544857,157,85,46,3369,258,72,185,118,197,205,113,366,75,0,91,221,1,2,198
221,-120.2179053,34.85729789,162,100,45,4003,281,63,218,117,212,220,110,356,70,0,91,209,1,2,186
221,-120.5131775,34.79146916,157,77,46,3047,248,80,167,121,192,200,117,376,77,0,90,226,1,2,194
221,-120.3349101,34.79398939,153,90,46,3584,260,64,196,112,197,205,107,414,83,0,92,249,1,2,226
221,-120.4279068,34.76670506,159,82,46,3265,257,77,179,121,198,206,117,336,68,0,91,203,1,2,181
221,-120.4782358,34.74070042,157,77,46,3051,248,80,167,121,192,200,117,350,75,0,92,219,1,2,183
221,-120.5396019,34.72561438,156,74,46,2943,244,82,161,122,190,198,118,361,76,0,91,222,1,2,189
221,-120.2654428,34.75966202,155,92,45,3697,265,64,202,112,201,209,107,400,84,0,93,248,1,2,217
221,-120.2047305,34.7556032,155,97,45,3903,271,59,212,110,203,212,105,429,88,0,91,258,1,2,221
221,-120.4707107,34.69432742,161,74,46,2947,249,87,161,126,195,203,123,316,69,0,93,200,1,2,166
221,-120.5433607,34.67626034,159,69,46,2731,240,90,150,127,190,198,124,336,71,0,91,206,1,2,174
221,-120.3970644,34.6956388,159,79,45,3167,253,80,173,122,196,204,118,343,77,0,94,221,1,2,178
221,-120.6137222,34.64808897,155,63,45,2530,229,91,138,125,183,190,122,414,84,0,91,248,1,2,216
221,-120.1370644,34.73081254,155,97,45,3905,271,59,212,110,203,211,104,419,90,0,94,265,1,2,223
221,-120.4872725,34.64224049,161,71,45,2845,246,90,155,128,194,202,125,348,70,0,91,207,1,2,186
221,-120.330454,34.66684958,149,84,45,3384,250,65,184,110,190,198,106,433,93,0,94,272,1,2,231
221,-120.5910689,34.60052349,146,60,45,2441,218,85,132,117,173,180,115,444,92,0,91,270,2,2,236
221,-120.3912443,34.64169568,160,76,45,3063,251,84,167,124,196,204,121,376,80,0,92,230,1,2,191
221,-120.1887273,34.6758425,155,92,45,3701,265,63,201,112,200,208,107,425,92,0,95,268,1,2,247
221,-120.1163013,34.67755324,157,96,45,3904,272,61,211,111,205,213,106,414,91,0,95,269,1,2,227
221,-120.2499597,34.63709692,158,87,45,3495,262,72,190,117,200,208,113,369,82,0,97,244,1,2,211
221,-120.4586239,34.58957155,149,68,45,2750,230,80,149,116,180,188,114,434,88,0,92,255,1,2,243
221,-120.314616,34.61975735,155,79,45,3177,250,77,172,118,193,201,115,433,90,0,93,266,1,2,236
221,-120.185283,34.62779121,160,89,45,3600,266,71,195,118,203,212,113,382,84,0,97,250,1,2,220
221,-120.376666,34.57852741,152,71,45,2860,237,81,155,119,185,193,116,435,89,0,93,264,1,2,244
221,-120.0783566,34.63871882,162,95,45,3901,277,66,210,117,210,218,112,398,89,0,97,264,1,2,228
221,-120.4165881,34.52589717,148,68,45,2761,230,80,149,116,180,188,114,438,94,0,95,278,1,2,250
221,-120.34342,34.53875394,148,70,45,2866,233,78,155,115,181,190,112,466,98,0,94,289,1,2,264
221,-120.0862007,34.58525046,164,91,45,3698,273,74,199,121,209,218,117,403,87,0,96,260,1,2,232
221,-120.2000647,34.55896994,155,83,45,3387,255,72,183,115,196,204,112,485,105,0,95,304,1,2,286
221,-120.0110472,34.59413732,164,95,45,3889,279,69,209,119,212,221,114,431,92,0,95,276,1,2,244
221,-120.4154402,34.47482771,151,65,45,2660,229,85,143,119,181,189,117,391,88,0,97,258,1,2,220
221,-120.3418348,34.48723344,154,67,45,2760,235,86,149,121,185,193,119,378,84,0,97,249,1,2,217
221,-120.2542833,34.49756221,161,73,45,2970,248,88,160,126,195,204,123,367,82,0,97,245,1,2,213
221,-120.1643204,34.48754163,161,80,45,3278,258,81,176,123,200,209,120,409,92,0,98,274,1,2,246
221,-120.0820333,34.49939272,167,84,45,3459,269,83,185,127,209,217,123,423,97,0,99,285,1,2,256
221,-119.9090287,34.42854963,174,88,45,3682,282,86,195,131,219,228,127,468,109,0,100,318,1,2,289
221,-119.3450451,34.50069341,140,106,44,4692,274,32,241,86,201,209,81,431,99,0,100,296,2,2,258
221,-119.6530477,34.42652436,176,95,44,4098,294,79,214,128,226,235,124,456,107,0,102,319,1,2,281
221,-119.5694876,34.42083954,169,97,44,4211,289,70,219,120,221,230,115,464,108,0,101,324,1,2,281
221,-119.3196952,34.43478999,175,102,43,4552,304,71,233,123,233,242,118,422,99,0,101,291,1,2,260
221,-119.4214624,34.36111318,177,93,43,4139,294,81,213,129,234,238,125,510,114,0,98,340,2,2,288
221,-119.2888044,34.34069812,177,96,43,4339,299,77,221,127,231,240,122,466,104,0,98,311,1,2,266
221,-119.353983,34.32349471,178,91,43,4097,294,84,210,131,231,238,127,478,107,0,99,322,2,2,278
